,n_1,n_2,n_3,d_1,d_2,d_3,gamma_1,gamma_2,gamma_3,factor_loading
31,379,2057,8911,120000,120000,120000,-2.8174743107086253,-2.2621831393815515,-1.6665024062566094,0.45608127556951406
32,229,1425,7311,120000,120000,120000,-2.874738345695423,-2.308618201500504,-1.6684657578852435,0.4419110500269871
33,298,1684,8227,120000,120000,120000,-2.7896390922262055,-2.25876721400238,-1.6132472815212475,0.4690742967091198
34,241,1374,7179,120000,120000,120000,-2.9334790820717673,-2.366613002257039,-1.6886674252638783,0.3386944622758932
35,307,1622,7456,120000,120000,120000,-2.7886857902801534,-2.2625927932615992,-1.6601149583814436,0.45085117574253364
36,161,965,5352,120000,120000,120000,-2.958820152357015,-2.395107414335283,-1.725888126307769,0.32187646809695103
37,198,1094,5545,120000,120000,120000,-2.808683340715537,-2.2445903280853647,-1.6551014710236425,0.4471680133554896
38,178,1330,7109,120000,120000,120000,-2.915881957637592,-2.27476786481144,-1.6078801020366642,0.43917803180839277
39,146,954,5908,120000,120000,120000,-2.8521391978936936,-2.295988282913055,-1.6178154260098252,0.44591751953179215
40,226,1335,6890,120000,120000,120000,-2.838488541334816,-2.2548071567213723,-1.6193971305579526,0.453467591507006
41,359,1856,7962,120000,120000,120000,-2.819988389750189,-2.3150904281020246,-1.7292150281487375,0.4471223172467137
42,378,1950,8861,120000,120000,120000,-2.8181514706616446,-2.2926676364035066,-1.6745752356838128,0.44875386118368465
43,305,1640,7617,120000,120000,120000,-2.8179455372971347,-2.2630756669275645,-1.6547363285196703,0.44604842708336373
44,128,776,4478,120000,120000,120000,-2.864647203337103,-2.3344760516119516,-1.697173909174831,0.421882005368948
45,234,1575,7607,120000,120000,120000,-2.9371579252157893,-2.314778196670041,-1.661608807449181,0.3462929882677192
46,122,1043,5986,120000,120000,120000,-2.928566655794091,-2.2856292155044144,-1.6225055898375036,0.4238982323659952
47,136,960,5223,120000,120000,120000,-2.9010702481648636,-2.3200225504619763,-1.6907136448573075,0.43196699065186916
48,300,1577,7461,120000,120000,120000,-2.8158441087005204,-2.266519436350758,-1.6643349594634913,0.4525580890535379
49,212,1289,6962,120000,120000,120000,-2.84415790345337,-2.2847503243113256,-1.619037291997203,0.4524608902702917
50,206,1196,6687,120000,120000,120000,-2.7689085745134014,-2.264623533694818,-1.631692250050106,0.4757747595011428
51,222,1244,6540,120000,120000,120000,-2.850050238102824,-2.2863516946158486,-1.6486920518636003,0.4496334436638219
52,171,1127,6281,120000,120000,120000,-2.851226638806713,-2.302533524098892,-1.6689991543524312,0.4457421458263118
53,202,1181,6034,120000,120000,120000,-2.862242730955445,-2.2999094820692525,-1.673893159322166,0.44575736634954805
54,214,1294,6995,120000,120000,120000,-2.843371161240423,-2.275667305493504,-1.6128405893992146,0.45760405702158197
55,167,972,5470,120000,120000,120000,-2.8718852841783082,-2.3288419984000726,-1.6740019468993292,0.39597222360156104
56,204,1189,6555,120000,120000,120000,-2.834628719596829,-2.2733745006205783,-1.6498438523230496,0.45905464054442247
57,113,749,4557,120000,120000,120000,-2.840871515972207,-2.2940709404204895,-1.6443298634848564,0.4405292421310517
58,406,2185,9906,120000,120000,120000,-2.8099163307174715,-2.2372776470094156,-1.6228024285271698,0.46367693254117315
59,158,1023,5924,120000,120000,120000,-2.834470782887692,-2.2769050310500614,-1.6179041599090653,0.44283192923653525
60,131,964,5664,120000,120000,120000,-2.9982924656570225,-2.3812212287231085,-1.6923483688221723,0.3500654543484033
61,210,1133,5870,120000,120000,120000,-2.845007731604444,-2.3144881118076173,-1.7055376567532328,0.41416462077895944
62,476,2090,8811,120000,120000,120000,-2.7443601497270698,-2.2780250608574457,-1.6804014712864157,0.44863961005306774
63,206,1202,6497,120000,120000,120000,-2.866060532683502,-2.2855091389401987,-1.6487695179554156,0.45664920268913517
64,113,782,5056,120000,120000,120000,-2.9831069578135505,-2.4035619396956474,-1.6995781357217323,0.35443783506048687
65,374,2001,8957,120000,120000,120000,-2.822742832689136,-2.2786955271518163,-1.671888079474118,0.4490497103139298
66,246,1418,6940,120000,120000,120000,-2.8476696083843653,-2.303243424404068,-1.7055276216448259,0.44379321724321663
67,225,1341,7270,120000,120000,120000,-2.8741103052430486,-2.3256454011367818,-1.6698564329469834,0.45039279348814654
68,408,1941,8298,120000,120000,120000,-2.7981092752579997,-2.281292874515498,-1.7018800069633127,0.44343554174320804
69,373,2033,9191,120000,120000,120000,-2.8392226794538646,-2.2877323128848865,-1.6568851588327167,0.4475361459374869
70,285,1561,7688,120000,120000,120000,-2.8097872284232297,-2.277507443239366,-1.6547968518400011,0.4509180874391719
71,209,1152,6318,120000,120000,120000,-2.81129063031935,-2.3289422445697032,-1.6628953772877535,0.44895605155535484
72,265,1421,7551,120000,120000,120000,-2.820938926938981,-2.3287579031451653,-1.656088602908948,0.44702928786680685
73,353,1782,7988,120000,120000,120000,-2.7243525445092285,-2.221904535762349,-1.6326119931490397,0.4742571291858922
74,254,1516,7437,120000,120000,120000,-2.930839357029292,-2.3309817186133737,-1.6691595671589368,0.3112097191133255
75,169,1204,6165,120000,120000,120000,-2.920479249396164,-2.3246854917511004,-1.6807284844968815,0.4325294068522414
76,324,1776,8219,120000,120000,120000,-2.8783689260861793,-2.331340799238067,-1.7174092495602018,0.4270971918646195
77,185,1038,5930,120000,120000,120000,-2.8073070796734583,-2.286542154892227,-1.62571679722513,0.4259864923091022
78,235,1435,7211,120000,120000,120000,-2.8794255068409105,-2.304383341051537,-1.6764105234527809,0.4456466291519087
79,251,1490,7397,120000,120000,120000,-2.841636510104531,-2.2887670329126424,-1.6620689785693075,0.4525536430870607
80,115,906,5216,120000,120000,120000,-2.9161925776160995,-2.3143568320608634,-1.6712228736037336,0.44518955355766143
81,162,1030,5938,120000,120000,120000,-2.842033803970369,-2.264855228705038,-1.6194148771938819,0.46620315037024446
82,283,1677,7786,120000,120000,120000,-2.7892633807580083,-2.262091383352274,-1.6411201104087836,0.4582416118273396
83,257,1367,6780,120000,120000,120000,-2.792062360919749,-2.2382489062915933,-1.6374724566232324,0.44345905211746195
84,152,858,5087,120000,120000,120000,-2.8147274203526025,-2.303484355591912,-1.650341739930131,0.4370032685386567
85,274,1601,7501,120000,120000,120000,-2.843398846186095,-2.2832547844622506,-1.6575548293193496,0.45151907320826695
86,243,1352,6682,120000,120000,120000,-2.8026025598790705,-2.2551155330978636,-1.6317459358886819,0.4631857031045196
87,410,1911,8707,120000,120000,120000,-2.814514923801127,-2.301857762459642,-1.6839019112535603,0.4547435527018727
88,329,1510,6754,120000,120000,120000,-2.7928141170753307,-2.27794041496012,-1.7112802003402297,0.4614271425997074
89,235,1398,6999,120000,120000,120000,-2.8627135547255693,-2.312129284092104,-1.6870239205441293,0.4488036568262186
90,285,1512,7838,120000,120000,120000,-2.7992259989914885,-2.28815533161406,-1.6440757852601302,0.4592461508458818
91,177,1057,5775,120000,120000,120000,-2.8379396341406973,-2.2963376291496225,-1.651710646057378,0.4211354317051905
92,202,1148,6486,120000,120000,120000,-2.836262003922025,-2.2925627673329267,-1.6420487126702805,0.451755179582303
93,171,1123,6352,120000,120000,120000,-2.8854396540073255,-2.30128276568865,-1.6689356707533105,0.4432035898190542
94,116,710,4320,120000,120000,120000,-2.856781216392286,-2.3282637345114106,-1.6782437530766336,0.4246922697447155
95,175,1174,6478,120000,120000,120000,-2.876449471136366,-2.289899215424118,-1.662436330472569,0.444556656162958
96,286,1592,7955,120000,120000,120000,-2.7903813248286715,-2.267463449546981,-1.637326807928293,0.4586012197145788
97,151,1014,5533,120000,120000,120000,-2.8528910417446625,-2.283942878098662,-1.650180979690016,0.43752761058890466
98,179,1166,6308,120000,120000,120000,-2.888352747095069,-2.3024111757902674,-1.6531149891778472,0.4476053257109985
99,192,1045,5593,120000,120000,120000,-2.7979983378313396,-2.2814438295297803,-1.6498539647682309,0.4285468094910916
