,n_1,n_2,n_3,d_1,d_2,d_3,gamma_1,gamma_2,gamma_3,factor_loading
243,287,1652,7870,120000,120000,120000,-2.8068392899729213,-2.2621804189482746,-1.6420890428812744,0.4537428528859435
244,117,911,5387,120000,120000,120000,-2.9615048748230937,-2.34877304745409,-1.6797097685959608,0.3987230850498699
245,291,1533,7443,120000,120000,120000,-2.8363810422829734,-2.2786826284266866,-1.665431574869447,0.4575289803435551
246,223,1274,6643,120000,120000,120000,-2.8411359832640675,-2.269512326693587,-1.6447529804621628,0.4534463204010448
247,100,771,4721,120000,120000,120000,-2.8670981673629727,-2.2799993374953447,-1.6263185318453197,0.44489129046074183
248,355,1579,7176,120000,120000,120000,-2.751360389165507,-2.271620202728445,-1.6764465818069683,0.45073326126661506
249,318,1578,7504,120000,120000,120000,-2.776741650518687,-2.2714937667203734,-1.657517633497087,0.4510689244554308
250,498,2431,9873,120000,120000,120000,-2.852411490706201,-2.3033074368766435,-1.7170345094394026,0.4336877250445399
251,693,2793,10494,120000,120000,120000,-2.723919718989886,-2.2626701100639064,-1.686394063681047,0.4492086322095532
252,239,1178,6218,120000,120000,120000,-2.7855584659649555,-2.285866353325541,-1.6785579622602356,0.4481697929825446
253,91,575,3909,120000,120000,120000,-3.1600010982170383,-2.599508068915885,-1.880330996578762,0.2684210099442409
254,586,2385,9419,120000,120000,120000,-2.6856266920935283,-2.2228355099827977,-1.653732363877505,0.47266291630989066
255,183,1062,6042,120000,120000,120000,-2.85093227295392,-2.3157066806695545,-1.6858790442826201,0.44628229388860374
256,245,1497,7120,120000,120000,120000,-2.864580675859078,-2.2977941527898147,-1.684395012986782,0.4361584056494284
257,278,1414,7166,120000,120000,120000,-2.8937801444443063,-2.357984106407902,-1.6882321519700576,0.32174225730670514
258,314,1683,7819,120000,120000,120000,-2.7553454412281306,-2.2575228258406734,-1.650286513557711,0.4624098134332066
259,132,847,4964,120000,120000,120000,-2.92930746217246,-2.3648398991656707,-1.6976661853948878,0.3728385378762672
260,165,1054,5934,120000,120000,120000,-2.9261019028040502,-2.3242175398686373,-1.6827107913809338,0.45577993301770725
261,172,1146,6556,120000,120000,120000,-2.872501126588878,-2.3016500226665926,-1.63065169220549,0.4619640488939708
262,300,1786,8664,120000,120000,120000,-2.9146583592975217,-2.3134677643016213,-1.6841402648019748,0.4507105172452986
263,315,1632,7393,120000,120000,120000,-2.7943692466656254,-2.2697727674368418,-1.6696663492972597,0.44866184495061734
264,284,1472,7078,120000,120000,120000,-2.8780856015961396,-2.3384789072717984,-1.6961055932851319,0.3505221038491616
265,208,1282,6625,120000,120000,120000,-2.8083679349828534,-2.2756434757842663,-1.6515604511195114,0.4522820573049632
266,197,1186,6237,120000,120000,120000,-2.8156132710410597,-2.303483490559861,-1.656547290919069,0.45847847659220725
267,179,1206,6525,120000,120000,120000,-2.8407095707176047,-2.3007424547545874,-1.6544111100497332,0.45640589440540336
268,190,1189,6719,120000,120000,120000,-2.888762454656261,-2.2982677214447964,-1.6305218601399307,0.45524158641458745
269,227,1321,6932,120000,120000,120000,-2.890254844833387,-2.342906431376016,-1.6978059003591528,0.4324815033070434
270,186,1106,5815,120000,120000,120000,-2.858602616018364,-2.3096234838591854,-1.7097638907310844,0.4416311219011661
271,174,1148,6389,120000,120000,120000,-2.9264059231285,-2.3091891681553687,-1.6561478093002924,0.4351934911852935
272,158,1066,6123,120000,120000,120000,-2.919025788626884,-2.2835927745498923,-1.624860280585193,0.4161704896625139
273,226,1251,6513,120000,120000,120000,-2.8331576652197237,-2.2736589532130576,-1.6459526190796856,0.4616444262016106
274,114,874,5486,120000,120000,120000,-2.883105900519212,-2.2922882384256775,-1.6117039721392972,0.4379735496137196
275,150,1083,5935,120000,120000,120000,-2.8919094733628183,-2.2692892438026586,-1.6335801859351533,0.44343378367487724
276,358,1752,8288,120000,120000,120000,-2.8615233543835252,-2.328709361994578,-1.7058068454441804,0.41171497681942804
277,248,1282,6988,120000,120000,120000,-2.780657464857189,-2.282131685989439,-1.6238337786496095,0.455808020040583
278,145,991,5693,120000,120000,120000,-2.966873382233123,-2.371040258249026,-1.6888067186627365,0.35257939566916374
279,204,1303,6763,120000,120000,120000,-2.8178929750357877,-2.2683637971446835,-1.6428965783643985,0.45265883842706234
280,217,1253,6779,120000,120000,120000,-2.7750392091804255,-2.2845082020604366,-1.633835346214509,0.45288231188336203
281,124,902,5517,120000,120000,120000,-2.9334165831227157,-2.342253565798454,-1.6628073973291881,0.41319981815355655
282,109,794,4606,120000,120000,120000,-3.1186473567572395,-2.477429624048911,-1.7697655095982374,1.3238434321611518e-05
283,129,850,4716,120000,120000,120000,-2.841568194030436,-2.2988005129851956,-1.651671682929335,0.45271712159790634
284,342,1937,8715,120000,120000,120000,-2.8831991419135843,-2.302136075255461,-1.6779142521933603,0.4383273640838047
285,221,1352,6795,120000,120000,120000,-2.8371333468140083,-2.237813095579823,-1.6298883545445584,0.45455344871471004
286,198,1149,6241,120000,120000,120000,-2.837168365297477,-2.2846019808196507,-1.6632615619810365,0.45402874962832657
287,177,1238,6345,120000,120000,120000,-2.8812267173629356,-2.2903372017019485,-1.6697212358100684,0.45412194952808016
288,111,780,4732,120000,120000,120000,-3.113326884501796,-2.4837288594881217,-1.757314831461469,-1.3677951522972607e-05
289,269,1709,8127,120000,120000,120000,-2.851581274118103,-2.251334097791114,-1.621830403289915,0.4621004196013414
290,253,1326,6543,120000,120000,120000,-2.748468839066731,-2.253055383981951,-1.6309368139061868,0.4663886248164806
291,99,833,5226,120000,120000,120000,-3.0219041771352324,-2.3791432773618197,-1.6784336515728984,0.3537162213368534
292,282,1535,7445,120000,120000,120000,-2.811172808203425,-2.2810204535327236,-1.661383866662685,0.45216508881695217
293,189,1156,5996,120000,120000,120000,-2.865463941214231,-2.28722393785643,-1.6818807388228079,0.44858110339765744
294,327,1453,6431,120000,120000,120000,-2.840547661538049,-2.3456327303260727,-1.7403610133929837,0.33489700325006333
295,424,1866,8163,120000,120000,120000,-2.7999224198372112,-2.297619254730594,-1.7186102454991747,0.4448543340663327
296,203,1145,5968,120000,120000,120000,-2.8459622354524434,-2.324693437620713,-1.7069055299540938,0.42854349692579696
297,230,1348,6826,120000,120000,120000,-2.8293235689189142,-2.2414106840231613,-1.6281256787601528,0.45179582273179
298,264,1612,7732,120000,120000,120000,-2.846367367453602,-2.2843000078589597,-1.6588395277354238,0.4491112009182874
299,273,1621,8196,120000,120000,120000,-2.8310077755607947,-2.2713867559164527,-1.6324122365414626,0.46004179577093446
