gamma_0,w_0,gamma_1,w_1,gamma_2,w_2
-3.0233414397391476,0.40563534701986886,-2.408915545815461,0.30115397849955716,-1.5300675881378287,0.4477000384310461
-3.090232306167813,0.3608426877827634,-2.283515855137193,0.2589050215826578,-1.6849407678719148,0.3674092161117615
-3.480756404346212,0.26999892570370787,-2.524084626991986,0.3564793649729232,-1.911035647549118,0.3458388296884164
-3.1746835274550755,0.2700071728615602,-2.478327289170969,0.22727660213510742,-1.7928306937637517,0.26365718861439613
-2.734368786533181,0.28916374983193327,-2.1296562915879615,0.3080848523688911,-1.3626273014608776,0.3619026354748691
-2.994383558342588,3.283103207586007e-06,-2.524084626991986,0.2590463045013804,-1.78661336549347,0.4224799250450301
-3.1746835274550755,0.26999282713843986,-2.220276560909543,0.3715130930298735,-1.607247891900218,0.4017867821473059
-3.0233414397391476,0.44697275279061977,-2.4181417132227403,0.2327105671109574,-1.6695925772881872,0.2527530779716424
-2.823516371236462,0.3778008166006422,-2.1807758452405013,0.4222703494466827,-1.6497210636833615,0.44146603829178677
-inf,0.0,-2.619727709810245,0.2035793626845271,-1.8591914944718684,0.27517139626717185
-2.994383558342588,0.3341870712317117,-2.283515855137193,0.3759245049708096,-1.6746648890243256,0.4637558537026223
-3.055080661867739,0.3521138552718959,-2.5121443279304616,0.43451841866861707,-1.7991181068379674,0.5459097858152392
-2.79128021044411,0.39125148482571365,-2.083562291864799,0.4239020639478919,-1.4255440370804515,0.4398518149325057
-3.0233414397391476,4.196795994300517e-06,-2.408915545815461,0.314247638017567,-1.6695925772881872,0.3349873151594877
-2.898460116549513,0.08143313021391424,-2.3656181268642924,0.3779969875135388,-1.616436371115022,0.3776142363731577
-3.129674664674361,0.2700093443949095,-2.437236408210091,0.22233053515294465,-1.6595749061702603,0.2867832703650191
-2.9200279443620203,0.3468936496611139,-2.197286376641052,0.46289596133148386,-1.616436371115022,0.34325554424645166
-3.090232306167813,0.3608426877827634,-2.4471272216841555,0.2807507146543327,-1.706043396888962,0.33318754270925316
-3.0233414397391476,0.13107674039929385,-2.232226451790637,0.3122455657043008,-1.490853355246661,0.42080077548212697
-2.9430461174127407,0.40623751548046383,-2.186213350199518,0.4543031157562415,-1.6027040905517569,0.44079795400789884
-2.8984601165495136,0.2200997771116125,-2.2571292444862254,0.3232672238735827,-1.5423029188383173,0.3793766525148184
-2.878161739095483,0.43147547435440237,-2.2445038731653932,0.331063732761356,-1.589267557051392,0.38359797117372774
-2.776190335372457,0.4152758623986878,-2.197286376641052,0.5334072616192901,-1.4832801273356206,0.6003311929102818
-3.090232306167813,0.14234727610375392,-2.2571292444862254,0.3479877605734184,-1.640024850899671,0.3855430623738478
-3.2272184259631564,0.26999475731644235,-2.726551316504396,0.41295136865578114,-1.8881933369885058,0.34434273139156235
-3.129674664674361,0.26999065560509056,-2.3115952255032495,0.42764274555040244,-1.607247891900218,0.3884500206606083
-2.9430461174127407,0.39787769376604915,-2.3189084659001673,0.5004916340981781,-1.6746648890243256,0.4138991336625157
-3.2905267314918945,0.27000356884756194,-2.726551316504396,0.3430034102743394,-1.9599639845400545,0.2515964831872279
-2.823516371236462,0.5471171953506008,-2.2571292444862254,0.47271515416362603,-1.6304804205924204,0.5522082092059439
-3.0233414397391476,0.37829096033843773,-2.3656181268642924,0.40564340741197324,-1.6118251211466297,0.46702660271255164
-2.994383558342588,0.40393659205124377,-2.4892858647872385,0.42662710943544135,-1.918876226216576,0.43603211895404403
-2.8070337683438042,0.47560857403374585,-2.101466907363777,0.5537986794795108,-1.5141018876192835,0.6057170136834009
-3.480756404346212,0.26999892570370787,-2.726551316504396,0.3639834752116352,-1.977368428181947,0.20879221717036603
-3.090232306167813,0.2954769686759572,-2.4181417132227403,0.33732931876990563,-1.8054774570971484,0.3008782352367454
-2.8070337683438042,0.4013932250925118,-2.2086355582342136,0.3949256083090773,-1.4795252050806593,0.5019134433335772
-3.2905267314918945,0.27000356884756194,-2.524084626991986,0.2802860928316298,-1.7624102978623897,0.278226477743864
-3.1746835274550755,0.2700071728615602,-2.478327289170969,0.33619827402287855,-1.739197665285252,0.41275090201753545
-3.6622599308877013,0.2699996791318876,-2.7477813854449926,0.39372123916647617,-1.8521798587690466,0.37362809157874405
-2.9200279443620203,0.4607068063648944,-2.3339183061836266,0.4514400498478506,-1.6645628612027217,0.5202657907709528
-3.1746835274550755,0.26999282713843986,-2.589913682701567,0.35238724933036175,-1.7624102978623897,0.31855215991546754
-3.2272184259631564,0.26999475731644235,-2.489285864787238,0.27063030778280767,-1.8250068211464032,0.3889890832971835
-3.3706171843236503,0.26999782941254824,-2.4892858647872385,0.2928492136666543,-1.706043396888962,0.3252434014047218
-3.090232306167813,0.14234727610375392,-2.437236408210091,0.35358518055166266,-1.8316740304001806,0.3495191496982388
-3.129674664674361,0.2700093443949095,-2.5622380757521497,0.38432529066476756,-1.8734954533694916,0.483625723788966
-3.090232306167813,0.295476968676144,-2.399889984291418,0.5321003515362337,-1.7279343223884187,0.4810188343548758
-3.1746835274550755,0.26999282713843986,-2.4372364082100915,0.3328293174978042,-1.7168860184310404,0.3614381071096721
-2.994383558342588,0.3140305978282972,-2.2445038731653932,0.4185942794425903,-1.706043396888962,0.4184534024453435
-3.1746835274550755,0.2700071728615602,-2.589913682701567,0.24247559380290704,-1.895697923991838,0.3030675212314197
-2.79128021044411,0.377787020107483,-2.2571292444862254,0.5149089880812044,-1.621082250852408,0.6012367686658652
-3.129674664674361,0.26999065560509056,-2.304403566359463,0.3050246944350256,-1.654627902351078,0.32082427723421153
-3.1746835274550755,0.26999282713843986,-2.6874494471514727,0.11103933511089456,-1.8881933369885058,0.2597624549167771
-3.090232306167813,0.24199703447473359,-2.391055785778313,0.36088655223114585,-1.6797806567981286,0.33773745225607776
-2.9200279443620203,0.3468936496611139,-2.3739276238981604,0.3027503730766163,-1.5937144779287948,0.25423959137626906
-2.7089328488879056,0.46046061443118125,-2.1494341600909292,0.4861901881282103,-1.4946722498066205,0.519403024297127
-3.1746835274550755,0.2700071728615602,-2.3263478740408408,0.1443755298192674,-1.6352340153886502,0.26183141097920976
-3.090232306167813,0.24199703447473359,-2.3189084659001673,0.35320056860952753,-1.6849407678719144,0.32496956598784227
-3.2905267314918945,0.27000356884756194,-2.437236408210091,0.28936760475208684,-1.756518004011915,0.38931743779307665
-3.055080661867739,0.29639877280704763,-2.283515855137193,0.3598179304875764,-1.640024850899671,0.32922691512562174
-3.0233414397391476,0.32105619599029667,-2.191716272671173,0.39616771061002515,-1.4832801273356206,0.4221642229803294
-2.8070337683438042,0.3061825078173126,-2.110677979232279,0.45104616397761726,-1.4720773171593673,0.44477570823249546
-2.9677379253417837,0.2584231331007264,-2.2701249980205227,0.25575444228529187,-1.5848518438340828,0.3016432600646713
-3.3706171843236503,0.26999782941254824,-2.4471272216841555,0.35033616485485963,-1.7804643416920256,0.3937598460373563
-3.1746835274550755,0.2700071728615602,-2.382404342382312,0.4057146860158969,-1.8054774570971484,0.366376578080546
-2.858984164393865,0.28078952749545627,-2.3263478740408408,0.5034136075343363,-1.6448536269514729,0.4276960998414081
-2.994383558342588,0.48133037181088123,-2.391055785778313,0.43793745824983143,-1.6695925772881872,0.4530128005981653
-2.878161739095483,0.3366422509346694,-2.2571292444862254,0.44292730714059314,-1.7006964611109074,0.35585540536922483
-2.898460116549513,0.08143313021391424,-2.263579335593085,0.2840374573161488,-1.5381988585840642,0.2942427789549759
-2.7214307614823623,0.6128969234983689,-2.14441062091184,0.5779387390590709,-1.5220362417358562,0.6423748170587904
-3.2272184259631564,0.26999475731644235,-2.408915545815461,0.2229748754769681,-1.8184197631112666,0.29128236136000385
-3.1746835274550755,0.26999282713843986,-2.478327289170969,0.3434618143120168,-1.5981931399228175,0.31711161134140187
-2.858984164393865,0.3747017697037825,-2.16483922180398,0.32747437305812915,-1.5674908641334402,0.4465721457817786
-2.994383558342588,0.16389048213498258,-2.3115952255032495,0.3320556013771874,-1.5589847061722555,0.37560549603554105
-3.2905267314918945,0.2699964311524381,-2.3189084659001673,0.2576103594661247,-1.5589847061722555,0.35884230998384725
-3.3706171843236503,0.27000217058745707,-2.5121443279304616,0.3061334517856411,-1.7114395577093575,0.346333269211696
-2.8408037178631944,0.42682130934242096,-2.3263478740408416,0.32485941319546807,-1.5423029188383173,0.3571943551907905
-3.0233414397391476,0.25979631180479124,-2.3263478740408408,0.42924583719219506,-1.6595749061702603,0.5164957452387132
-2.994383558342588,0.3140305978282972,-2.575829303548901,0.34808162508157076,-1.911035647549118,0.42229742404181375
-2.823516371236462,0.3243318396876473,-2.124839591256226,0.3496268856350109,-1.5341205443525463,0.3875637239955584
-2.734368786533181,0.3394843489940542,-2.1444106209118403,0.48477133307065395,-1.621082250852408,0.46836206714111206
-3.2905267314918945,0.2699964311524381,-2.3656181268642924,0.2007408628317992,-1.6595749061702603,0.2660880332106112
-3.129674664674361,0.2700093443949095,-2.283515855137193,0.4286009087111691,-1.621082250852408,0.41721342103306774
-3.0233414397391476,4.196795994300517e-06,-2.3189084659001673,0.33350061134413755,-1.706043396888962,0.24746723047491367
-2.823516371236462,0.3832149969230979,-2.2571292444862254,0.4331815024913064,-1.5674908641334395,0.42866854642219987
-2.734368786533181,0.1663767393065705,-2.134522914059873,0.40319714262846296,-1.5717868165098599,0.3557742851391303
-2.8070337683438042,0.3925418283592125,-2.3339183061836266,0.4205402644442699,-1.654627902351078,0.42085609240003274
-2.994383558342588,0.29003713460480823,-2.250771713261278,0.42589969167226693,-1.6352340153886502,0.32158328687648974
-2.823516371236462,0.28679602126534165,-2.3574688291357644,0.323723608015865,-1.706043396888962,0.35066074788965207
-3.055080661867739,0.19167442873787321,-2.2835158551371935,0.3822164630410925,-1.4832801273356206,0.42407166693195997
-2.9677379253417833,0.3065694190286044,-2.4181417132227403,0.3704976289066013,-1.7279343223884187,0.3845589585813344
-3.2272184259631564,0.2700052426835577,-2.478327289170969,0.4020779924503509,-1.9268365732639106,0.39423732222233854
-3.2905267314918945,0.27000356884756194,-2.575829303548901,0.40891609903816034,-1.739197665285252,0.2982217904718598
-3.1746835274550755,0.26999282713843986,-2.549104283706182,0.18703640758188592,-1.7743819103449574,0.34589404340257013
-2.9677379253417833,0.2584231302666629,-2.2701249980205227,0.2630352203201193,-1.607247891900218,0.35492545854051444
-3.3706171843236503,0.27000217058745707,-2.408915545815461,0.40000478098595493,-1.7683644242721612,0.36609825345690694
-2.9200279443620203,0.40902487458650433,-2.186213350199518,0.37219407202842,-1.4832801273356206,0.40123370504587147
-2.9200279443620203,0.37720578418046447,-2.2973291519727392,0.5091631224786178,-1.5023761199558543,0.48307500134781167
-3.3706171843236503,0.26999782941254824,-2.4676584925406813,0.3197871800788944,-1.838423669247777,0.4579645771581131
-3.3706171843236503,0.26999782941254824,-2.549104283706182,0.43363444181351335,-2.07485473439331,0.415001005395645
-2.994383558342588,0.3804557648593407,-2.3263478740408408,0.4091523602735342,-1.78661336549347,0.48338042446766977
-2.8070337683438042,0.575409584865522,-2.3494731492712106,0.5810758542220973,-1.706043396888962,0.5627148699730818
-2.994383558342588,0.22145397492818036,-2.3574688291357644,0.28356312115307275,-1.550589875408891,0.32385056316281224
-3.090232306167813,0.24199703447473359,-2.341624910132738,0.24695351769436544,-1.6901461375274707,0.3542692657330327
-3.2905267314918945,0.2699964311524381,-2.5622380757521497,0.21074692455199184,-1.8734954533694916,0.4068540328754738
-2.9430461174127407,0.2548215305233007,-2.2144185499958327,0.34258904335285467,-1.616436371115022,0.43676483523959997
-3.2905267314918945,0.27000356884756194,-2.478327289170969,0.3504041140726105,-1.7683644242721612,0.3227227340100806
-3.055080661867739,0.3726986926319821,-2.3494731492712106,0.3385158282440624,-1.7449130810524893,0.32654996581469914
-3.090232306167813,0.14234727610375392,-2.4892858647872385,0.3750973453035041,-1.7928306937637517,0.36123051957707575
-2.878161739095483,0.42143191336145663,-2.2202765609095434,0.47694701214510177,-1.616436371115022,0.5405763878013019
-3.2272184259631564,0.26999475731644235,-2.478327289170969,0.30320367923192654,-1.6901461375274707,0.3905344917011296
-2.9677379253417833,0.2847585783227185,-2.202925499895092,0.4766037709685806,-1.6352340153886502,0.39306041462320784
-3.0233414397391476,0.3431834609051476,-2.4892858647872385,0.3122420167309773,-1.6352340153886502,0.32705177005471864
-2.898460116549513,0.3971287831234246,-2.2202765609095434,0.4885764771516752,-1.5674908641334395,0.48040943984483664
-3.0233414397391476,0.32105619599029667,-2.250771713261278,0.40234268342367474,-1.5180571187364948,0.47902690820567945
-2.79128021044411,0.4945790390465195,-2.2701249980205227,0.4801192905829546,-1.5717868165098594,0.5417496551309988
-2.776190335372457,0.5171620207406818,-2.2202765609095434,0.5168772770872124,-1.5505898754088914,0.6009628454237678
-2.9430461174127407,0.42148301917670516,-2.197286376641052,0.46402789626243035,-1.6257633862332344,0.5220325128518951
-3.0233414397391476,0.2941467624250088,-2.4892858647872385,0.2764978800754675,-1.7743819103449574,0.3113662030577802
-3.1746835274550755,0.2700071728615602,-2.3574688291357644,0.3539757639375362,-1.706043396888962,0.4686710116764833
-2.858984164393865,0.31645927899861814,-2.2973291519727392,0.31405579253131166,-1.5423029188383173,0.38783605366578705
-3.129674664674361,0.27000934439488833,-2.3739276238981604,0.42128134959404634,-1.7114395577093575,0.4116145333319381
-2.994383558342588,0.2900371345830624,-2.186213350199518,0.47938400368529,-1.640024850899671,0.45920665776709246
-2.898460116549513,0.37446571189548217,-2.3739276238981604,0.3318445710465367,-1.706043396888962,0.36684376866413854
-3.090232306167813,7.252339640227961e-06,-2.341624910132738,0.34340545664748134,-1.6953977102721358,0.42669710191470506
-3.2272184259631564,0.26999475731644235,-2.3263478740408408,0.30973547660104483,-1.7006964611109074,0.31405189466443184
-3.0233414397391476,0.21210317184430588,-2.6045313646271944,0.3507432334927759,-1.706043396888962,0.2514004965246472
-3.2272184259631564,0.26999475731644235,-2.3739276238981604,0.34352609007118473,-1.756518004011915,0.35916418703929176
-2.8070337683438042,0.47309569089368436,-2.053748910631823,0.5115198312518694,-1.4610562691869065,0.5544208705952857
-2.994383558342588,0.2603830632594065,-2.457263390205437,0.4614347434226135,-1.8881933369885064,0.3751433537007214
-3.055080661867739,0.29639877280704763,-2.5121443279304616,0.3113063344087306,-1.880793608151251,0.31983793976316915
-3.090232306167813,0.14234727610375392,-2.4471272216841555,0.27123415253414296,-1.7223838902526911,0.3953415817042069
-2.9430461174127407,0.3793261886363797,-2.2571292444862254,0.34798776064672005,-1.6257633862332344,0.39763779313218683
-3.055080661867739,0.4193971001986105,-2.3574688291357644,0.5131221081873989,-1.5341205443525463,0.4905540998685821
-2.898460116549513,0.33648347824494496,-2.3494731492712106,0.44053809528563825,-1.6352340153886502,0.45030933972965576
-3.1746835274550755,0.2700071728615602,-2.283515855137193,0.48561185008542385,-1.6953977102721358,0.42079954012466014
-2.9200279443620203,0.5447878252807795,-2.478327289170969,0.4723183445191011,-1.7223838902526911,0.5348049218859426
-2.9430461174127407,0.5035641285385357,-2.4676584925406813,0.5025095841284735,-1.7449130810524893,0.49451814468402167
-3.129674664674361,0.26999065560509056,-2.2973291519727392,0.3307514083936508,-1.6953977102721358,0.4563687787215236
-3.2272184259631564,0.26999475731644235,-2.589913682701567,0.11449070655380014,-1.7683644242721612,0.18615092377212794
-3.1746835274550755,0.26999282713843986,-2.382404342382312,0.3974911435670175,-1.7683644242721612,0.3521170688661137
-3.090232306167813,0.14234727610375392,-2.382404342382312,0.28610251371322937,-1.6645628612027217,0.2723423645970451
-2.8408037178631944,0.3640429022093023,-2.232226451790637,0.41930728317723076,-1.5674908641334395,0.3931907096247658
-3.0233414397391476,0.3619705322035204,-2.2903678778552674,0.4958606251265253,-1.6695925772881872,0.5588454646095676
-2.621670431583781,0.5200026634276346,-2.175402063676397,0.5337057884834446,-1.5180571187364948,0.5314976507593833
-2.9430461174127407,0.4639278924288395,-2.3656181268642924,0.4645310502564851,-1.6257633862332344,0.40746981899315576
-2.9430461174127407,0.33155925977967077,-2.3339183061836266,0.27689294582780044,-1.706043396888962,0.2716929135557275
-2.9677379253417833,0.3065694190286944,-2.500551793049049,0.29146225396485737,-1.7114395577093575,0.31129272746734826
-2.994383558342588,0.31403059782142234,-2.2445038731653932,0.390611551371914,-1.4908533552466605,0.390090183717495
-3.129674664674361,0.27000934439488833,-2.457263390205437,0.32615668869000347,-1.7624102978623897,0.425125769971511
-3.055080661867739,0.44286006640644754,-2.2445038731653932,0.5166837664956632,-1.6118251211466297,0.4869220917715733
-2.858984164393865,0.4047671788743048,-2.2571292444862254,0.49175739749804953,-1.6257633862332344,0.5447929366746606
-2.6120541412292777,0.31900257660355325,-1.9236377961796909,0.4218921369836102,-1.287270563107941,0.49619124095481243
-3.2905267314918945,0.27000356884756194,-2.635554238190343,0.48660756193569726,-1.977368428181947,0.3353975484282851
-2.9677379253417833,0.22511149102375494,-2.3189084659001673,0.3133246474598302,-1.739197665285252,0.3161624080935335
-2.994383558342588,0.2603830632594065,-2.391055785778313,0.4633183772750264,-1.7743819103449574,0.5053379586976404
-3.2272184259631564,0.2700052426835577,-2.5121443279304616,0.27073561049468886,-1.7335385038417948,0.3739367850174909
-3.2905267314918945,0.27000356884756194,-2.408915545815461,0.3142476380156552,-1.6901461375274707,0.34034373335478507
-3.129674664674361,0.2700093443949095,-2.4471272216841555,0.4373977472479276,-1.895697923991838,0.3770484709057145
-2.994383558342588,0.4237104685960994,-2.2571292444862254,0.49175739749804953,-1.5381988585840642,0.6121885858135131
-3.2905267314918945,0.27000356884756194,-2.382404342382312,0.4165861846642361,-1.7006964611109074,0.3798707542803237
-2.9430461174127407,0.25482153052317813,-2.186213350199518,0.4184940409607451,-1.7223838902526911,0.4541674658989787
-3.0233414397391476,0.4173349136873169,-2.5363960132149588,0.43510333152424346,-1.838423669247777,0.3804126977121302
-2.9677379253417833,0.3688017273708376,-2.2701249980205227,0.3101350347544949,-1.706043396888962,0.3668437686641413
-3.055080661867739,0.2963987728070488,-2.3574688291357644,0.343795965844787,-1.7168860184310404,0.38493808621829034
-2.9430461174127407,0.42847647278812384,-2.304403566359463,0.3305458851308624,-1.654627902351078,0.45080882277295947
-2.8984601165495136,0.46979754762526493,-2.4471272216841555,0.48105294966620266,-1.7279343223884187,0.4589955676258223
-2.6968442608781262,0.3959117877780818,-2.1700903775845606,0.4356922295250248,-1.5848518438340828,0.5326739048844926
-2.9677379253417833,0.461000712945733,-2.2701249980205227,0.48345794389111185,-1.6953977102721358,0.46643069857990677
-3.090232306167813,0.3325035085562102,-2.4471272216841555,0.19623173156692858,-1.7449130810524893,0.3664636832089124
-2.858984164393865,0.3164592789972219,-2.1060501078562055,0.37885327904465316,-1.4255440370804509,0.3914086577770493
-2.7214307614823623,0.4052848777094098,-2.16483922180398,0.4278342570906355,-1.4870560802731696,0.45847859993175005
