,n_1,n_2,n_3,d_1,d_2,d_3,gamma_1,gamma_2,gamma_3,factor_loading
244,216,1142,6317,120000,120000,120000,-2.831707478904271,-2.3007702907236447,-1.6520822499359025,0.452522361888725
245,238,1452,7626,120000,120000,120000,-2.93324651056695,-2.344268739919702,-1.6605723952852531,0.3437963733453854
246,266,1176,5876,120000,120000,120000,-2.8074215401758673,-2.3163123853513317,-1.7009172723576231,0.4361259352787093
247,206,1336,6862,120000,120000,120000,-2.8514425440760567,-2.2732584057507106,-1.62894460320859,0.4511525683408132
248,152,976,5767,120000,120000,120000,-2.844093955751932,-2.2883664655214515,-1.6273768325899978,0.4467976374991961
249,201,1227,6311,120000,120000,120000,-2.85362981699895,-2.265936910774841,-1.6637579005498269,0.452398855470068
250,233,1304,6263,120000,120000,120000,-2.7872024155283546,-2.271386833839994,-1.6562974272368467,0.44749145935837975
251,220,1512,7159,120000,120000,120000,-2.8635512979095834,-2.300602468981018,-1.6801069001499915,0.44853062089551354
252,252,1414,7566,120000,120000,120000,-2.9367443783375453,-2.360935742612366,-1.6534832463527485,0.26779038613640127
253,159,971,5788,120000,120000,120000,-2.8478848929351686,-2.306984618213039,-1.6352726665793882,0.42797786485208955
254,341,1761,7997,120000,120000,120000,-2.7665587741060635,-2.2236791213624807,-1.630637035509812,0.4655528445669643
255,286,1510,6674,120000,120000,120000,-2.8808341896864444,-2.333096534976602,-1.7226177299449383,0.334551453257739
256,120,771,5055,120000,120000,120000,-2.862361483556119,-2.319806522213059,-1.635492091425406,0.43753929117463
257,245,1452,7454,120000,120000,120000,-2.850442346325143,-2.2924583793301103,-1.663951988889791,0.447730142260172
258,180,1103,5992,120000,120000,120000,-2.8737462972575374,-2.299745086385613,-1.6886999447859898,0.4508870728398174
259,292,1649,8035,120000,120000,120000,-2.818306711915147,-2.2563461143486174,-1.6260531942579117,0.46211920005677487
260,167,1289,6663,120000,120000,120000,-2.918248398404107,-2.261257281976239,-1.6301267281222827,0.45911991103463645
261,169,1045,5885,120000,120000,120000,-2.8424817628349466,-2.3106680601709177,-1.6893516597941034,0.4635708934185086
262,235,1443,7219,120000,120000,120000,-2.8874696581759647,-2.2992745644359402,-1.6902055685509438,0.4433905939385878
263,185,1215,6370,120000,120000,120000,-2.84578036786551,-2.3045908549587324,-1.65465937456736,0.45936431286407275
264,303,1441,6411,120000,120000,120000,-2.7359126704753676,-2.2161968979394704,-1.647352225535744,0.4684913856383429
265,246,1400,7323,120000,120000,120000,-2.8428748794967813,-2.329742414446336,-1.6718391058342714,0.4462017851324156
266,281,1442,7155,120000,120000,120000,-2.848612539409375,-2.3258460335196096,-1.680749539140611,0.439070133075929
267,334,1761,7927,120000,120000,120000,-2.7753130771775227,-2.232788890111223,-1.637363604332505,0.4568436564984355
268,246,1436,7323,120000,120000,120000,-2.8315286219966564,-2.3150721048869247,-1.6733469242586714,0.4474255576102229
269,433,2119,9676,120000,120000,120000,-2.7717347286988785,-2.2596448713129327,-1.6363172468395133,0.45523850778373287
270,420,1942,8628,120000,120000,120000,-2.779638018400308,-2.304392878668824,-1.6904201315688163,0.44606913329432746
271,244,1351,6893,120000,120000,120000,-2.781375970953799,-2.2293388124099582,-1.6223214269132324,0.45767308396434947
272,192,1310,6464,120000,120000,120000,-2.866224031985923,-2.2629767714607243,-1.6616469285819482,0.4544029385103274
273,116,866,5369,120000,120000,120000,-2.907612940057872,-2.29041548376437,-1.6028077547211437,0.4465680698336204
274,215,1431,7371,120000,120000,120000,-2.9022780245605455,-2.31442820377742,-1.6691865253571856,0.4347639350267034
275,442,2153,9167,120000,120000,120000,-2.781290956643976,-2.267173811793614,-1.6640509865586797,0.4516811962533781
276,234,1382,6693,120000,120000,120000,-2.797257195780597,-2.2261964071351272,-1.623325943492187,0.4668361458472593
277,253,1428,7233,120000,120000,120000,-2.914044713378332,-2.347481074140937,-1.686323895797979,0.3547338173447106
278,259,1435,7418,120000,120000,120000,-2.8370400492720895,-2.315447842856916,-1.6663105656132235,0.45547802964271683
279,228,1341,7041,120000,120000,120000,-2.909904439520342,-2.3232262190915693,-1.697448687293479,0.4449082374719874
280,191,1199,6490,120000,120000,120000,-2.7928191890662792,-2.274712318442405,-1.640929140827861,0.46781169811391776
281,271,1387,7395,120000,120000,120000,-2.813535588988967,-2.324470256473263,-1.6615909905390394,0.45243652769185505
282,205,1197,6200,120000,120000,120000,-2.8313054317613116,-2.282022870807886,-1.68086035222569,0.4465017919715957
283,264,1299,5920,120000,120000,120000,-2.754848627129997,-2.2772342383340565,-1.6984887138639198,0.45469122242668064
284,260,1402,6498,120000,120000,120000,-2.736240973838246,-2.2226399839855424,-1.6540867074686014,0.47029385681158253
285,271,1493,7216,120000,120000,120000,-2.815716862562453,-2.3060261808387557,-1.6918782535239547,0.4452860905281313
286,248,1336,6835,120000,120000,120000,-2.7796168473079406,-2.2389182699111756,-1.612753531869994,0.4697310679606053
287,254,1255,6639,120000,120000,120000,-2.804971081464197,-2.278855105962271,-1.6456865920967636,0.45094778153955173
288,388,1852,8045,120000,120000,120000,-2.7904745625105107,-2.3057644274307156,-1.7136841924280795,0.46667452662866815
289,202,1261,6083,120000,120000,120000,-2.8059783020669817,-2.2928176354551413,-1.6838000917461655,0.44543358397677685
290,174,1042,5962,120000,120000,120000,-2.8624318580123465,-2.326394516251355,-1.6841763102124172,0.4441746780971553
291,282,1430,7034,120000,120000,120000,-2.8361337716144166,-2.3236698868648387,-1.697072755538815,0.4280296399612377
292,153,1031,5833,120000,120000,120000,-2.8422475033232324,-2.2723303152879524,-1.623900003292316,0.44443726203922407
293,213,1172,6107,120000,120000,120000,-2.8368077209991247,-2.3215787849649265,-1.6727124800827076,0.4472329429275982
294,261,1462,7611,120000,120000,120000,-2.8422691011204986,-2.323563268084185,-1.653458618638127,0.4465273265512921
295,210,1340,6901,120000,120000,120000,-2.838517167038745,-2.2685439917367214,-1.6277919716911082,0.45484416881000495
296,209,1244,6451,120000,120000,120000,-2.8581281305650164,-2.287541110103366,-1.6519117480016026,0.45572609330205105
297,157,1146,5841,120000,120000,120000,-2.8896396682844174,-2.2914904807084806,-1.693916208485472,0.4468772977469809
298,103,695,4635,120000,120000,120000,-2.893024592703445,-2.338210427215214,-1.6518568831045517,0.421015253209412
299,262,1500,7845,120000,120000,120000,-2.847401592867633,-2.2936680986699898,-1.6340971006562526,0.4555340000042001
