w_0,gamma_0,w_1,gamma_1,w_2,gamma_2
0.3576742825312234,-2.924314893922268,0.39422706672475727,-2.306581815538695,0.39234781337333224,-1.5884048334341825
0.46500118805055723,-2.9392450099339995,0.4788131273624544,-2.360288000863959,0.5067206853481268,-1.6675277863641922
0.4267179432807765,-3.05598653957022,0.39510130703397683,-2.3714187179014083,0.4124158375829166,-1.68823597491267
0.4324289498838916,-3.044586199831981,0.41544736716013686,-2.3434094281575693,0.44940090537451993,-1.6990615907913256
0.3289958207954321,-3.0600127023270765,0.43918985221393575,-2.3674602327930825,0.48063565818743176,-1.6358247221400048
0.4672473136156294,-2.8724513465472046,0.49347923785612197,-2.3018979314987806,0.4487228168057322,-1.6027858105202089
0.5684038803036593,-2.7859713572144056,0.5119415763699162,-2.2561746082377456,0.4659437172631332,-1.569280013220242
0.5374301619987392,-3.0600008961329856,0.40533339303081256,-2.4116314416930282,0.474904042113261,-1.7115705244228547
0.5437303031874409,-2.927514099517651,0.46849315098173916,-2.3246273274211826,0.48469952145872913,-1.6537357767234198
0.40482023887360546,-2.9182418680068936,0.46111491447737074,-2.367139917747238,0.5046629785522366,-1.6428921037812922
0.40638045378820936,-3.0005903785321193,0.44962186742884985,-2.348596023652103,0.4562283112924799,-1.6566328578112048
0.3655238797145036,-2.9815357410641563,0.46780325351563795,-2.3244980730939546,0.4871582495219746,-1.635693103998158
0.45245845915627847,-2.8852722403479567,0.48581183385891213,-2.199964873674302,0.43277425014040266,-1.5482784885709473
0.4000629135679174,-2.977588670727574,0.3587086038373321,-2.413625530627804,0.4001497039750299,-1.7139926772390168
0.3411601367743451,-3.0288278033991185,0.3733223878426188,-2.4520006104737955,0.428482816058054,-1.7109129579040414
0.4167820972537854,-2.98132886711587,0.47301195552361347,-2.290572279888965,0.4901672971124783,-1.5981194504522964
0.4513266003523886,-2.9700972332766566,0.45995977452260794,-2.295234995537507,0.5145960015617611,-1.5876350293730035
0.2761309979240501,-3.0792263066862384,0.39298354080175457,-2.3011535325181995,0.36960705195295995,-1.6394102805494224
0.4378219707061887,-2.948983649850971,0.4496437769183448,-2.313129645011041,0.44894918208338574,-1.6218971061877012
0.4530054293385794,-3.0034060584128457,0.44761054184032045,-2.22951375528784,0.46321030910836825,-1.548360311728198
0.44288461808867174,-2.964288698380479,0.43067804338937027,-2.3159869375650453,0.4343902640569901,-1.667846472482403
0.45684332183715276,-2.882389070607911,0.4596768794715805,-2.269195079488371,0.4525189320795151,-1.6259499340506636
0.4111051116720029,-2.876045817737698,0.42510404028686005,-2.3309826859363283,0.4063455447216345,-1.672950190653115
0.2768197347571011,-3.1609874205119675,0.3907874912588169,-2.3912610823088136,0.3963544847505688,-1.7255887620191892
0.5455654787896161,-2.7585768536773725,0.4542898045753622,-2.1598075144147293,0.46542562567953655,-1.4915645278216176
0.6213117560814839,-2.824104330621893,0.52510859757399,-2.20387652884328,0.5448579846023303,-1.540157830697195
0.5477267720911997,-3.010602443543262,0.48817013024140704,-2.3180627556549305,0.5204034690128647,-1.6515152118899215
0.5835955542474794,-2.780239191653033,0.5220785034272813,-2.210322275815501,0.5146020833734087,-1.5485494559562445
0.38266101591046675,-2.9180659329858902,0.42079403509884544,-2.2794679360858505,0.41988673862276144,-1.5803200297661661
0.517767197757784,-2.951373648525526,0.4019301328483841,-2.3176103655368907,0.4000582772163135,-1.6386084987658127
0.391572846566781,-3.018664622253261,0.3438233890972129,-2.34211045340478,0.43676966415082097,-1.590176005856107
0.4331646040926036,-3.1596288465011964,0.40309700388406994,-2.379268715149851,0.3803678645699655,-1.6800184141915895
0.2711114647551621,-3.088020528497005,0.467244924512211,-2.4097584316154506,0.414959221121487,-1.6955841475831288
0.4593724832859614,-2.9507956373775954,0.43265825198969277,-2.3189341520387887,0.47763359689315515,-1.6007331144454053
0.5206278322542074,-2.7918544456321275,0.48090080460815876,-2.224213424789121,0.5069014332490672,-1.547304913199447
0.5199395855704855,-2.9836115216995767,0.4266714428480066,-2.349897586092339,0.45148398325750194,-1.6070310139314667
0.4274743709966118,-2.97806422232903,0.41336509593468446,-2.2970843570171895,0.4236216081450403,-1.6442794871990978
0.5075719749634358,-2.842213073798175,0.4505490565454162,-2.1940931786956006,0.4691522874482461,-1.54060208090558
0.4917673857731228,-2.927670574952464,0.45965902493814415,-2.346840634223242,0.44429410809735514,-1.6525793309202097
0.48147216225624184,-2.8178030297745074,0.46876629283425586,-2.2851840290724077,0.4671326338683567,-1.585758225936479
0.5137092377629887,-2.8703764681913353,0.42750035445796897,-2.3078651812660027,0.4428022405963594,-1.6530449365026765
0.4538072763399817,-2.8886243149738373,0.4654278177774323,-2.262970089571798,0.4579171408318394,-1.5813615058808757
0.43491327122338014,-2.898064062533649,0.4922556853881537,-2.312869975298892,0.521836108691044,-1.6187980982677392
0.4763618362795637,-3.0428991038376343,0.40542198437280064,-2.31275394084809,0.42438692319844185,-1.683113780291574
0.5360618849529072,-2.9054440853562786,0.5626908883712685,-2.2880835488734217,0.4590212086510916,-1.568375898344933
0.5122462667021785,-2.9057162071304203,0.5024828178693133,-2.249646512045237,0.4803962413297402,-1.65455618162538
0.5472242094749028,-2.965315094320856,0.37208965994465276,-2.3786793457319564,0.4559617551915295,-1.6905983531449973
0.47760534921671677,-2.9974592383234206,0.42036445408907125,-2.4701394654010986,0.47358193743597354,-1.7476947031340953
0.3446171925873165,-2.934287444449876,0.3618748868636348,-2.2777781003328554,0.4373395409032578,-1.5405902171344805
0.4120790838955973,-2.9491716694716956,0.49932289794819523,-2.284304511064853,0.4963479516562138,-1.6341211146761976
0.3876094389382012,-2.9874889886821103,0.4258584819041003,-2.45599035724463,0.49204004269687035,-1.718071826561086
0.37791709647351535,-3.0477485480139426,0.46264982806436306,-2.3055383288948135,0.4082229335219833,-1.6424919868923549
0.500166181498985,-3.096804694843268,0.43307959787802225,-2.4391840589027787,0.43129786090727656,-1.6798697977079549
0.5481288673262232,-2.8020991639274078,0.5083985835815019,-2.186616945873684,0.4796550299225607,-1.4835517763571275
0.47204941931524674,-3.015072977022759,0.42044704073623296,-2.4487781891218643,0.4159998385615781,-1.6981452387931009
0.46640738804232496,-2.885962440073901,0.4326097667451057,-2.2949667441469486,0.46244978990137325,-1.5896103661624137
0.37684525119242035,-2.9180902526726804,0.377515923974353,-2.3161753017476445,0.447406000904893,-1.5988800772271943
0.42186597946278703,-3.097714930320943,0.3687734043668311,-2.4718292776640505,0.45977814826270375,-1.7230291122494126
0.26684629665771475,-3.0886019696508282,0.43966905808503337,-2.3411643591258193,0.42447587889936994,-1.6312041002939082
0.4565411919181457,-3.093967234442374,0.44118925693269184,-2.345658262446814,0.38411195662579745,-1.6897250504915617
0.4997583867682664,-2.9443288716708795,0.4210377885721918,-2.3645480644290577,0.4967892059492234,-1.6473285067687753
0.2387298495615434,-3.000226538112581,0.39595263087500643,-2.3350133907387813,0.40026149305913544,-1.6606850884013604
0.34387233877271867,-3.0059088523674333,0.44840307154354514,-2.319919145567532,0.441860412280962,-1.6399294968902198
0.44168637950648443,-2.986780353392574,0.5039423552040478,-2.3271789406111614,0.47203822659756545,-1.7272884840393363
0.3791687979397212,-2.9782438222567786,0.46161698399495193,-2.306324405359175,0.47832957548868527,-1.6234101746943235
0.3890090522384611,-2.96933559495084,0.4145278990014845,-2.308654913196926,0.3969338201975901,-1.5855507834769411
0.5768024839056479,-2.830187985223488,0.48865386090800583,-2.2520052910293566,0.4818139051056475,-1.6163037071888755
0.40935239462098927,-2.874426858344288,0.44610769738619815,-2.3710300776852353,0.5010606165660564,-1.6451767439304839
0.4159450162254583,-2.979882487269125,0.486575065115235,-2.298919478545365,0.4055957522874735,-1.6691374457836368
0.3477064928791755,-2.9646731262436563,0.4948603876574214,-2.2856490319456424,0.4838785919443997,-1.5932790419102498
0.6341664359641237,-2.9064310523242813,0.5133438587097536,-2.376109044988665,0.46558491269111,-1.6620151435826902
0.33532974296061074,-3.005270968899429,0.39726033799236277,-2.339960752879417,0.3872795600768101,-1.5834926640645322
0.4278596538587862,-2.846597083432755,0.4878103567429068,-2.203195358196907,0.5284824339813596,-1.521689652480431
0.460837093429748,-3.0334577541666645,0.4837960872376255,-2.3453877153565,0.47042853363935166,-1.7113880109942958
0.42138991701125367,-2.937299942145279,0.35562331079762743,-2.394798425889414,0.42694780126098997,-1.6514175601091472
0.33087013785490976,-2.9382106339952236,0.3420012326761891,-2.320474728093153,0.3728588367759987,-1.618107443292411
0.3938867778403637,-2.97490193142967,0.4297897328527004,-2.3586765129784384,0.41244421461664177,-1.5950382247725088
0.4162972504844077,-2.989450436806271,0.3817557577286819,-2.3806699236143696,0.38586934797890887,-1.6698061416367604
0.5138104363072933,-2.9580095091838623,0.486261199746487,-2.3146894384745678,0.5174582000350672,-1.6881966898058447
0.49575074040410333,-2.8671252804912437,0.5216587987117798,-2.2285877948024515,0.49566151384012813,-1.6312487901274821
0.4312358359554649,-3.035460139329454,0.44756584512398145,-2.441529397358413,0.4407584386702342,-1.7326366375506579
0.45565774460214453,-2.947196343363613,0.5137257656298515,-2.252955972931267,0.47584397433909265,-1.6620435278660621
0.4752047326908924,-2.9707325600854895,0.525814300146797,-2.4021126299459445,0.41741612223607255,-1.7007247245123787
0.41747336031015414,-2.9137600608448566,0.4844408210263052,-2.2504014851944567,0.4493995023821356,-1.5553131465862358
0.4255949262650545,-3.138324310541524,0.41476117682517005,-2.4160976590495444,0.3694430771635511,-1.7777613877423044
0.3844631881268633,-3.005957791858601,0.4340941738474479,-2.297749538042878,0.46984159502131917,-1.6364327725989285
0.4683811699921176,-2.894335912461642,0.5095271781272583,-2.258896428990577,0.43318931803326244,-1.6310126767802509
0.5107312018059376,-2.787077623147855,0.5373251941326693,-2.2169336107461106,0.5490019392879376,-1.5373289930764618
0.4205885649246541,-2.987825390552768,0.47924874817411683,-2.2519050120781774,0.4174311314420426,-1.559457932993632
0.49292237746655926,-3.1751315667629885,0.4061225023597192,-2.4186758350514084,0.4610929522484779,-1.733472156500183
0.4510584497882347,-3.0488703271664055,0.36900429528486617,-2.41986937158368,0.3499732407100638,-1.7458902110453522
0.5144597295750958,-2.8775437203585574,0.5617366971771331,-2.255306905139826,0.4548054574526856,-1.6820039264659032
0.42011794237586936,-3.001242187380259,0.4154135374769991,-2.297742235036169,0.4208536716175229,-1.641521135701288
0.431960528104291,-2.926518253759317,0.45152848069172785,-2.3167230256624145,0.44985736621761846,-1.6418605661101813
0.5322196707999587,-3.0898038060877067,0.3897682955012587,-2.3575970597568583,0.46827325818576804,-1.707456477057296
0.3104212382839462,-3.1846616174303497,0.33188928209034646,-2.4514581310652015,0.38020037694334824,-1.793918676374565
0.37268301763314804,-2.947633565789444,0.38222842638373883,-2.318437748186314,0.3812689645851311,-1.5880529108309018
0.46491432235194863,-3.0224582300247445,0.3833184114658275,-2.3998116593609056,0.48514235933913114,-1.6887714522853299
0.4577671301685413,-2.851458985361108,0.456695856035573,-2.2803302171284345,0.45602971521909824,-1.62769494138386
0.3980351406465326,-2.8635521228496725,0.4904915593100847,-2.2198950616949307,0.4543149352669402,-1.5707991922931288
0.46958425347161953,-2.8981607349406926,0.45260124148621844,-2.2953921489591367,0.508292931002256,-1.6352835803790342
0.6131059369086986,-2.7954854875272783,0.5567899559961796,-2.24264411664875,0.5112203366818796,-1.5974182925779177
0.485663121643905,-3.0084254745256365,0.4696601706500061,-2.350729834008517,0.45084108785245075,-1.679808495671598
0.5109646133258734,-3.0530061061770497,0.49392829892491563,-2.383818605843781,0.4012064498344808,-1.6907570199984867
0.4778723530443882,-2.9110559589084026,0.42751599435572857,-2.3217970985744545,0.42586464390990686,-1.5916705295381313
0.48080010812897345,-3.0601011140130763,0.4173529346275715,-2.40396558430836,0.4127074114468119,-1.692163652407165
0.4455379311262795,-2.9065101192502643,0.4868413252461383,-2.2496458093774137,0.4504394792829443,-1.5887096063956845
0.4970730233824246,-2.9912834622476656,0.5274947694823428,-2.342276859248523,0.48231279301158264,-1.6839151380715156
0.49368524647017964,-2.9749288909824623,0.4071027316427091,-2.414827364841248,0.3461544736023149,-1.73719939681851
0.48857045488411255,-3.00695704023153,0.4367239652842648,-2.407102026767437,0.38848345728146877,-1.7164779057582016
0.4354759363283962,-2.9361931716543825,0.41632151660997513,-2.307310244641847,0.4263536971225155,-1.6882401498810118
0.404483615165191,-2.9668783987684373,0.5307565722635812,-2.2939294940286348,0.4762442235017767,-1.6690113122385535
0.35442666354018215,-2.951275001430562,0.4815812870413424,-2.264264160053483,0.48434714017530867,-1.5980400147364835
0.3061132424131154,-3.117902777789397,0.4143662722346233,-2.366625626127244,0.41374922093041927,-1.6987271015431353
0.49065644575971623,-3.0028821732512445,0.46290043131515,-2.3731957666223753,0.416599629169293,-1.6719192833057446
0.44856918252801586,-3.0118549058900865,0.47706225907253763,-2.3706126817490074,0.47819353867480274,-1.6931619218362224
0.5243194942116314,-3.0941995627477192,0.4220062266892843,-2.4283903085483067,0.43146426080624006,-1.7896850341125605
0.42309976126803567,-2.994394370072607,0.5061258319942129,-2.3699532958649003,0.4957291028452639,-1.6394701783188734
0.3807912157971624,-3.115971143203232,0.4197580934155085,-2.412284339691714,0.4389810444885771,-1.7248447145666952
0.41597265916899423,-3.027398127502141,0.4422893576370973,-2.3403223177913173,0.4490722815236729,-1.6904180206712769
0.4334379287166738,-2.8419541172458054,0.42791940909569925,-2.2902717520191045,0.4118502542130074,-1.5589195343293132
0.42072002648627843,-2.931295550709978,0.47901904422232494,-2.310960403129095,0.4712750205632027,-1.6617079241817443
0.31473155037927136,-3.1076992230948868,0.4134588345940517,-2.435867637051714,0.5058189299268162,-1.7158216179538288
0.40670957709784267,-3.007797108672819,0.4807770251479551,-2.3665669390407205,0.49898624622078674,-1.644645175115316
0.26539090098755336,-3.149376790044118,0.36974594727151444,-2.3931358308524806,0.34759484127861584,-1.727614817376878
0.4867300037836913,-2.934074855964215,0.43548357837149554,-2.2845378510762555,0.40617141752981234,-1.5982521051148086
0.3002690267531456,-3.1166543292803732,0.39492515243294507,-2.3565033999526555,0.3866388011638004,-1.6935277839322544
0.43210774245666506,-2.96767231646366,0.40266062701763433,-2.337138243821212,0.4776124821185735,-1.6551931517379457
0.5308679408852738,-2.891934968263374,0.4030118159637478,-2.2781788279725,0.4685068448538865,-1.585960048559985
0.5142275496946438,-2.9695794960976483,0.4123766969554329,-2.3041673999097556,0.4467397901299282,-1.6175697335767172
0.484337874437605,-2.9089330878935376,0.41340617635101823,-2.2825051890305335,0.46629387310329345,-1.6112999926175013
0.4560260683850591,-3.1380899783467098,0.47857949355311574,-2.404123172904636,0.36409785932886,-1.7436972326843327
0.5088510750958735,-2.977871749643706,0.4752375982120588,-2.3512160695617412,0.4896132838508571,-1.6505253210283934
0.45594185306935914,-2.9160792438309335,0.5051441045577775,-2.2617997587916463,0.46507760013572197,-1.623632181684573
0.5501076893596408,-2.839845706704633,0.5010828738332092,-2.2903328210752907,0.4556715853685159,-1.6230399344425022
0.43329934708652845,-2.9709131505792215,0.4219501686498884,-2.322925308018852,0.44104188023649715,-1.6277213826902774
0.44214961740207437,-3.1505889340578106,0.45314318192192454,-2.3613664063806548,0.4725420079421311,-1.7224902057483373
0.37263665611763647,-2.9433281296373734,0.5178488607538279,-2.272648234904257,0.4244514342858603,-1.6067929323667776
0.404557717455291,-2.9071468188026577,0.45171117421899165,-2.3190323415171266,0.45823441963893097,-1.5951958900296421
0.47578412507629947,-2.8892453459285434,0.4648372266216948,-2.3098121178662394,0.42810900230859233,-1.630547093350778
0.4767669221534875,-2.85420954508734,0.4767600290567759,-2.2955670652075653,0.5087843346291838,-1.6620510641289832
0.44288476270463956,-3.0090379086645918,0.46340424260794993,-2.3647150313646725,0.42753347075365256,-1.6567438440975888
0.40060240075029235,-2.9337296989757915,0.4421657676750391,-2.355199974089159,0.4525380419451898,-1.6973578916101153
0.38927801848902555,-2.9305697222720326,0.4485583064920402,-2.2475325341333527,0.4315200282904762,-1.5687073091176384
0.4833218565587132,-2.9957045022102275,0.44285646298841036,-2.304483174986997,0.4247355415166464,-1.6155652350205765
0.4390093965034319,-2.898696147782935,0.4838131116186131,-2.342243211300375,0.3788493771582379,-1.6603871727353239
0.4854907331753399,-2.8974020923853554,0.4511518513013386,-2.255979720521092,0.48965034246674444,-1.557663081692358
0.30448132476258766,-3.224425387873261,0.4194393126197878,-2.471457985673466,0.4205169596785224,-1.7796968160918147
0.3763470544749818,-2.9897110110321803,0.4325108593396033,-2.453187374658012,0.474271440919249,-1.7145332011769367
0.45206363211050515,-3.0327531732104864,0.42240391978821096,-2.3542654236255403,0.4459668842205534,-1.659274305618685
0.47716269857172217,-2.9567637717674877,0.39735380372096984,-2.314834792338103,0.43971235775994516,-1.6091834386630959
0.4427501751196663,-3.0640120662699495,0.4646316005063959,-2.3389551328057703,0.4695814917207293,-1.7283086422665965
0.4259809167143262,-3.0040186350412483,0.3854927713942868,-2.3755740138254287,0.4382169919514184,-1.6792323294661693
0.4123561238181045,-2.9478931984895405,0.4079364954484833,-2.3278118086487183,0.4191195227383127,-1.5726958778496731
0.4541361946342681,-3.0233210951750653,0.4318283731094633,-2.3984228197688044,0.41346523800159335,-1.697068014498764
0.3283490004945831,-2.991483463549508,0.4554530932942039,-2.32146547147716,0.4568343964127426,-1.5696435853417368
0.4087697774739329,-3.091088765129037,0.4066696902962088,-2.4512201234587265,0.4490650386608298,-1.729784555563543
0.4951874831652061,-2.8237737240714735,0.4858334881274789,-2.300550103226499,0.5039592186052937,-1.6101711986828893
0.33879386713841764,-3.115434598841216,0.35875862753362137,-2.3949419738293263,0.3730317582383978,-1.6416613187613778
0.43760234721005914,-2.8225754803419205,0.4780139641328431,-2.2747390608683555,0.43699598112480115,-1.5733612876902492
0.45910110364251644,-2.906894080875173,0.502902406595821,-2.3073579187422877,0.4544527875100096,-1.6385045234265958
0.47465954245851677,-2.9749724007223923,0.44843072651487625,-2.3099315294335088,0.48249884330981013,-1.630552629125012
0.5107104828353876,-2.9065923142882855,0.46599310335229477,-2.373837778854632,0.4505068051115262,-1.633956077840762
0.36633891504633254,-2.9586512482331533,0.3932224033828868,-2.24951333235707,0.43058912042192077,-1.5290849502374946
0.33938245930942185,-3.18309802678458,0.4115764879398741,-2.472831596131974,0.4107096819979954,-1.7445644515683667
0.5096223140707918,-2.901284273795231,0.45837962095916995,-2.3047897633439045,0.4228387840040283,-1.5958343720005503
0.5494651608820523,-3.0501003120691905,0.4512692787828705,-2.36080860822244,0.4149862555417246,-1.6867345147828594
0.4626990695525556,-3.1578811749213536,0.3939584030508956,-2.4789150030345617,0.39903425160247036,-1.7580626795276066
0.4251471683277067,-2.950415103497555,0.46974487705796236,-2.2968871964847857,0.4908741754271947,-1.622989294641033
0.44600696253087346,-2.91906718332653,0.4897280740549732,-2.261090575147381,0.5113431397029863,-1.610633630812768
0.4249297369192513,-3.050641051454006,0.47534941076758097,-2.401041103443023,0.4595277453472252,-1.6324430246204202
0.4710573213750592,-3.079682718218619,0.4133258080373488,-2.3631476580373825,0.43080940691789665,-1.7334001488977688
0.1911664225130945,-2.9542901463586024,0.3479739984240601,-2.3615602555448496,0.41613901065662223,-1.622890264570516
0.44654946373036153,-2.9709663889883395,0.42668467466691506,-2.409946022510415,0.4486895944230742,-1.7014179422855238
0.3809112441982795,-2.871367919988381,0.38228464956105596,-2.3044811870506314,0.36758523215405275,-1.5963575460126342
0.3765742712847022,-3.107831960286817,0.36605690724045253,-2.4348390904810793,0.4142267757431259,-1.72872955994915
0.38603743138420576,-3.0393675249800274,0.4779714668479072,-2.4407784209414918,0.4093255353890404,-1.6996342041461143
0.44811900740289856,-3.037670987963835,0.4227248178485618,-2.3840066176485224,0.43812794409294925,-1.714660906905016
0.4317730251875524,-2.9749416686097616,0.405231585997884,-2.323991021182996,0.4447520265754859,-1.620763584216691
0.4815900360013532,-2.9201937855213282,0.4411751732154385,-2.303870242147482,0.4335773091264976,-1.6654058618392544
0.3643453032534204,-2.9215648687111786,0.45095114700376104,-2.301284507924035,0.48415091666073573,-1.6150412932343277
0.5218948147921719,-2.988938470062428,0.41663418315462497,-2.369224291658593,0.45930835230915285,-1.6574449755225722
0.40821240039868284,-2.8874354628262062,0.42645136444215404,-2.1884068911146293,0.49821754958907005,-1.5799272259201504
0.35330751052180925,-3.0559731420929817,0.44399067772221834,-2.3978633485461684,0.4371108516491545,-1.6656606614924083
0.34171435303200987,-3.0084126856012166,0.5305344496407164,-2.2532516761740125,0.4378869820417005,-1.6456088772192605
0.17041105384341249,-3.139566543185411,0.35289339163792716,-2.42570324828412,0.3987958046557302,-1.7435800516905953
0.4310254323522546,-2.9369145823653797,0.4106551399002945,-2.26941659751976,0.45925885652507675,-1.600725447523386
0.39360359890618424,-2.984642812429531,0.38230616990574134,-2.3925632075577887,0.47703252873931284,-1.6270519201058649
0.44190005767362556,-3.1008069425658746,0.4780685540334831,-2.351007015983324,0.38850675909343346,-1.6795343514778627
0.40463139796819875,-3.0055146727734496,0.5086381930037696,-2.4453552555955613,0.47811488540760133,-1.7175391973170662
0.5688062306780525,-3.079319843389787,0.4896299189314473,-2.402255423793738,0.4752319631077954,-1.6982933608322819
0.5103533257341366,-2.971055543470285,0.512933594904583,-2.4195736638721943,0.48292511589734843,-1.71229230896794
0.4306541171474747,-3.0573694224234274,0.42960154865206895,-2.3506025465466194,0.4583823138556513,-1.6742479505154912
0.5390774490209526,-3.087346748965542,0.3438665918496618,-2.4469339915657735,0.354547360072311,-1.7592647399934425
0.47317293252855785,-2.991975286432716,0.4109137818008177,-2.375840267653413,0.4745476662920111,-1.6505269583534716
