w_0,gamma_0,gamma_1,gamma_2
0.4112104748478353,-3.042203848275273,-2.3892585785422336,-1.7084449204407866
0.512466351032234,-2.8552887209875895,-2.2547135437782626,-1.5918514973968931
0.35720592804767354,-3.4253775607713517,-2.546208892884708,-1.8193705425255593
0.3525990779586406,-3.361900901354564,-2.405790993939514,-1.782838234927898
0.36644944132386487,-3.046327322321344,-2.5070912108858585,-1.8014655679222193
0.32130132777954146,-2.9628298197409912,-2.2732915118290014,-1.6666506614780074
0.4344337856920704,-3.137527176394882,-2.471325488717071,-1.7228325882122288
0.47565013354626096,-2.924532080737443,-2.2166881561246474,-1.5198636661694231
0.4399716606721465,-2.989495786082426,-2.2694393171340153,-1.6046101280925396
0.5857344230486181,-2.84034482446896,-2.156856090496248,-1.552381499882149
0.4593203270745073,-3.037013446055696,-2.3392232698960655,-1.687957641371356
0.49125099827101315,-2.8987754995494512,-2.3877387980711395,-1.637051162586143
0.49308131075500067,-2.9402294804700784,-2.2217577622520475,-1.665762077079293
0.46413264104709695,-3.0903753413655095,-2.5156583321033383,-1.8542245410653577
0.44017019543140257,-3.1910207990537676,-2.41210026667944,-1.6887462433255553
0.3959300696065424,-3.433738992803558,-2.785627191031149,-1.8437143382267214
0.3875601323616472,-2.859901005834851,-2.317556580914624,-1.5455413489958592
0.37985853122493224,-2.8567927335193075,-2.323747976332329,-1.6233303705191602
0.579347944542725,-2.882553935162851,-2.1603944339300436,-1.513776059238511
0.4326014885355406,-2.921259231324194,-2.3806620175400433,-1.6563652205243644
0.3832608654076171,-2.946244207506225,-2.265004124937753,-1.5362994888853452
0.3166871768804617,-3.014477819689959,-2.3490644498007702,-1.5808915969202046
0.489469678783484,-2.8311182884587254,-2.3132341231255777,-1.6261040167297898
0.42583025150995046,-2.8914312470499266,-2.230753915316173,-1.5471547768838145
0.4442381655616757,-2.734116165910281,-2.1349040955472973,-1.468053791803975
0.3918211940244184,-2.917691213885252,-2.4059631404702304,-1.711570166782583
0.4154938794439203,-3.0094932692188454,-2.5471654529967087,-1.7605971101825533
0.4000031896364362,-3.1066331355234356,-2.432912884594079,-1.6304878345082727
0.3750067864134245,-2.9041517683634797,-2.3783167318820966,-1.6285763737730057
0.3381122912092984,-3.0061892480990555,-2.3677562022849887,-1.6315059552371718
0.5901491502103361,-2.9399226797304983,-2.3894835194460917,-1.821091458574181
0.27158051282593587,-3.0325356278811997,-2.3091175044064016,-1.6251863560456976
0.4511174563318703,-2.971238803766392,-2.290126868605969,-1.6084677310659412
0.535301808047277,-2.910932060615528,-2.203423246947432,-1.5154165948762546
0.4139592155572458,-3.0278930094437047,-2.429561675020046,-1.7214014186367326
0.47813222343316725,-2.9932499366168255,-2.2775851553118907,-1.6208203020705794
0.4334813705760794,-3.039526407666084,-2.3353122410554827,-1.7223860361611163
0.45466322743371645,-3.018529646756747,-2.3027753284535097,-1.6044856485866887
0.4734037967546961,-2.9827230734076213,-2.2760938388441914,-1.6693275901873235
0.48897253661061224,-3.259394499269363,-2.380345510458036,-1.6937941335959972
0.34269795398336855,-3.1822693807404616,-2.5640864108172714,-1.8553221494951988
0.4065099827578573,-3.241346831785028,-2.4630861788595855,-1.8769209395814357
0.459610993404411,-2.986992692378411,-2.4582155796685616,-1.6655219902255718
0.45298329314764174,-3.000119966540699,-2.373081572667579,-1.7903825714145138
0.35667628108097643,-3.06434806429379,-2.432258381464227,-1.7891703177936262
0.41411007285500145,-3.1141751681461853,-2.345792553003891,-1.732080697272483
0.3387225252234613,-3.137890474976937,-2.6430729665913875,-1.9420236571797405
0.31070336152253375,-3.2311870631975874,-2.4397269554653906,-1.8076436222105918
0.4842011189864502,-3.1049644776878145,-2.394485460834579,-1.7761899525090559
0.3517211868058912,-3.3753080496829577,-2.4942527315789014,-1.71416781364042
0.43734711044382685,-2.790729513484726,-2.1886467830767713,-1.5584721767919865
0.26962967253903736,-3.0844207645683976,-2.499509609822041,-1.7913653853166398
0.5310005000542428,-2.8670053924203174,-2.2682195073484666,-1.6250082250942022
0.5006590467250489,-2.792032904854787,-2.223289149554105,-1.5493568120508132
0.5327737731426121,-2.7213866187523137,-2.0904077959065317,-1.336369333825678
0.4523583120891588,-3.1279674693706734,-2.319365862115273,-1.6666241819230339
0.442184169527066,-2.878568365565297,-2.2764663124898417,-1.597993058347425
0.3305823876477924,-3.2316814769826023,-2.455956006501177,-1.6648787950337527
0.5052912930956412,-2.7820523291262926,-2.1070048503317236,-1.4356328904019195
0.5110595542126117,-2.888683052141133,-2.2246006432236793,-1.55156486055518
0.4305279207703422,-3.1478883837346947,-2.4664759759649377,-1.7416053145833166
0.4229856192491665,-2.8192861107933833,-2.2810809040026614,-1.550403771412494
0.24969415883483906,-3.2776712265061647,-2.5214652418842687,-1.8507929895696256
0.42569723619919886,-3.053340713709081,-2.3984305808995705,-1.7486816483678647
0.47143067662110283,-2.941440404698214,-2.266959763854627,-1.6275362714214554
0.4230559363153448,-3.0526533677791208,-2.4832791067077173,-1.7390478120670907
0.4706261843054983,-2.8036725415817205,-2.2729783982365253,-1.6402795538267672
0.4793262058067603,-3.1411277942813634,-2.351463894368246,-1.6985361327341673
0.39458584258788915,-2.804003405126288,-2.3228119878060833,-1.643948118501445
0.433141863599133,-2.8727555550661403,-2.2801472291767797,-1.5919857134710216
0.5520239952315534,-2.9202994671940115,-2.2986351834773258,-1.6452732283123837
0.4059165055020829,-3.0020761432637126,-2.22683127172185,-1.6333002408537585
0.47646687705752994,-3.2588420740833004,-2.3667601317236278,-1.7638677062593522
0.38261465370581843,-2.962007201972703,-2.3070154529150093,-1.6262891595897917
0.3947610998144763,-2.8846317884530386,-2.265411482656617,-1.6399753958967636
0.4012329327507969,-2.9264553062414875,-2.3966197200968593,-1.6322394816563528
0.4462671905574327,-2.991808876079851,-2.3955356874642586,-1.6697081650431262
0.44023150965304847,-3.1539516631379203,-2.43339019120166,-1.712250599144883
0.39432237501227035,-3.01663341763268,-2.258289710956646,-1.544927990405952
0.42549936578210856,-3.0071530859418667,-2.3229442783242917,-1.6864385990556532
0.46654539049525345,-2.980134485671421,-2.3576388437450544,-1.668028011643362
0.4346002986958898,-2.8814703863148488,-2.34906922986728,-1.554044795299377
0.3338337856909649,-2.9480077348579603,-2.3998567542561102,-1.678452092744689
0.44235718707632854,-2.9887165096469013,-2.319895179913614,-1.606375957160942
0.42874307227175057,-2.9466347409636513,-2.2558111322823513,-1.5546640267143266
0.43228689268135123,-3.259430640233799,-2.4208708829184196,-1.7623615866069433
0.5712388968927046,-2.671375889229196,-2.1291614796404565,-1.4076401092204347
0.5131125182477018,-2.7166228133159356,-2.1493842603713555,-1.5196755207416777
0.546706677920589,-2.8425055189383426,-2.3290290324686294,-1.5795202930276167
0.41112297096741957,-2.9841238221197353,-2.3612771756114737,-1.5823086084083153
0.46664856421644174,-2.8581576926238204,-2.2017621789999304,-1.562159804844245
0.4288870073390205,-2.9723270433977955,-2.33840659550558,-1.6506823752638025
0.28804634854948097,-3.2225999333183157,-2.5549406995132533,-1.8028132685846927
0.5308734901260279,-2.8083671441288054,-2.2380613241377683,-1.5405342729978009
0.3675306420616054,-3.076968399935045,-2.2864211931374108,-1.688033575618257
0.48249467260974677,-3.1010952665093305,-2.384868483111837,-1.6513538582856
0.4644067441652538,-3.071753920709165,-2.4767005586794206,-1.7307203186726727
0.4888794768920764,-2.9216754033330155,-2.1735322728551276,-1.5267810177833152
0.3954693519966797,-2.9823123506875406,-2.287298495258967,-1.5719447783429656
0.5445637118269891,-2.8479823101397614,-2.194237759633163,-1.5444390327934179
0.47072451554103945,-3.0296515074432575,-2.3683894090433593,-1.7449862313118478
0.49412792588094406,-2.9531765743832454,-2.3278644980471253,-1.5784034735345447
0.47447416444492796,-3.2375985305421504,-2.4554152227877046,-1.7896672015452209
0.4860538488290884,-3.0262070576207534,-2.485534032179092,-1.7333675780694116
0.48727774896797843,-2.934121998140342,-2.250854325884954,-1.6553944798388043
0.4329069134812276,-3.2170565033749425,-2.381650171828048,-1.7812610497451333
0.4068247010163756,-2.9247036981490324,-2.4705950570598327,-1.679899988125675
0.5170250017785611,-2.9393416545551796,-2.3518107125337844,-1.6581068823356162
0.48601967687295844,-2.9018316446813635,-2.2236526910245282,-1.6964426056745603
0.45460091365644223,-3.046724474599106,-2.3051086297882137,-1.6662894532700325
0.4164585603402508,-2.9231338513401566,-2.2067316056714392,-1.6046537075700638
0.4576741367285374,-2.9324328803629944,-2.29597588786406,-1.6811817151061546
0.4317412169860155,-3.2059581647137,-2.343757253935094,-1.7664246903503582
0.4702801702128386,-2.833415316705286,-2.3265270623072185,-1.5820345306506982
0.499008442340468,-2.918218605806693,-2.37858061804585,-1.734448903287674
0.36924516533008056,-3.094976180402865,-2.3004820718712238,-1.603033177453617
0.3984150920844928,-2.9168662951607676,-2.274927525367441,-1.5595033304556782
0.43714061056249853,-2.943325574192335,-2.3087555829780864,-1.5724407874838544
0.4625739773954348,-2.853761253043063,-2.3058819816636444,-1.5977546314926863
0.39514369583585457,-2.90209978646127,-2.239162989400396,-1.5988775229424506
0.35572302855264903,-3.0819278969385673,-2.2529807138383915,-1.6641889049634644
0.35046439846683586,-2.9324061908110606,-2.4592770466126574,-1.7066836461956538
0.29349344217854795,-3.323880339248259,-2.534571209213589,-1.908278328060579
0.4226414514874892,-2.847419028116147,-2.2955539897608013,-1.678039154900694
0.33083780841644833,-3.0959028050500845,-2.39973934735027,-1.5830267063713541
0.44887796008443015,-3.0932641672311543,-2.4866527167134715,-1.844417993511727
0.37955817983995416,-3.0478404893967728,-2.52516584523729,-1.830473833335668
0.44062559299218784,-3.0481880842230162,-2.338237523398943,-1.6561906944398344
0.44991578500784696,-3.1402287128618767,-2.4715376702167635,-1.7001488053266642
0.43788022145936223,-3.005772678265557,-2.432630887161966,-1.7853057386842908
0.3968249729689474,-2.9477696599398997,-2.324582470754074,-1.7022928265236958
0.5007981242420183,-2.8611896402086265,-2.3330555666921575,-1.6279979086828855
0.41948985435139147,-2.8623745007599153,-2.2807604336394163,-1.5205778409769415
0.3828333500543689,-3.1580787549316125,-2.4081296695654877,-1.6795847389158913
0.3628385717650348,-3.0660978019547716,-2.48237101651432,-1.7411352698637537
0.5608198162097663,-2.692286141192683,-2.1161792064881735,-1.44954208959648
0.40235195452571687,-2.863260423282252,-2.4045416715175776,-1.661164831037313
0.45551952439656923,-2.9233720378296417,-2.337771668381202,-1.5983620600845667
0.45024967058352594,-2.945028237240399,-2.311764335313037,-1.6211336389142281
0.4003028211169912,-3.1267949485564595,-2.3349730416479995,-1.6655138919349821
0.5269045071470291,-2.950499068510374,-2.441278539688685,-1.7702789548098514
0.4602513415358665,-2.894082925101226,-2.1927043046115315,-1.4926637934970624
0.5231764924041836,-2.7717640971994397,-2.1868524916176204,-1.5571687077666532
0.5385345982025019,-2.9772639003040133,-2.30046042635942,-1.5271936276703657
0.4961420598661165,-2.9955131333105984,-2.2487978402764237,-1.6192619484526263
0.4123275945764138,-2.8433997624150518,-2.226826936549021,-1.6008739263359273
0.3721436803206219,-2.9203589664778713,-2.2744683326066357,-1.618060825569071
0.44477895431546416,-2.8923101631139487,-2.223481141425131,-1.5512843108706922
0.4715426496375976,-2.9811721102330577,-2.1914778690125982,-1.4989933861882059
0.566701564266488,-2.770511983980314,-2.0622871031168613,-1.4343340185136921
0.38144006333503977,-2.835801044042209,-2.320041442964038,-1.6478281012520122
0.42787674512002105,-2.9361706200469584,-2.301393784786133,-1.6413687041366658
0.31783057789284924,-3.1030942081659454,-2.43502547239901,-1.735396478540074
0.43456159355595825,-3.169794903863435,-2.457630330353103,-1.7075655938894803
0.38641803517080353,-3.1467307822064443,-2.4366215274793186,-1.8839661985712624
0.3841884549922505,-2.9796920376225287,-2.302264212070896,-1.5818915039477581
0.4639564613355376,-3.09846435755674,-2.4346472112134094,-1.6693375229990894
0.3945887717967902,-3.329373754116976,-2.4267069652227784,-1.7387809898760345
0.4741729950915258,-2.867266078976868,-2.2464827953188693,-1.6092333301146777
0.40746865723805686,-2.9905816219210957,-2.3120986208471277,-1.692600317370855
0.5461429929668618,-2.7446725372021676,-2.139447289743186,-1.489604752926119
0.4899780975894283,-2.7664074423071527,-2.1908689924235225,-1.4908725474537057
0.46398248362919997,-2.912234392989778,-2.2309627860905015,-1.5552062177950965
0.4122991536543094,-3.163611114532732,-2.52545894138363,-1.76006319804446
0.4951326117886547,-2.8179449523000795,-2.126741099255251,-1.5183619654551008
0.5061766796352528,-2.8615155116825806,-2.298564302426519,-1.5821353861772662
0.4522621323864955,-2.99109709436363,-2.286779771091675,-1.649705339893097
0.364629682650814,-2.995793745223128,-2.4229540181602363,-1.7598688505691202
0.3374802324960832,-3.1316468820772076,-2.409959221019309,-1.7640585152418626
0.5413999501178224,-2.948943004186804,-2.2131828190523803,-1.5429776414222023
0.4464399766072277,-2.9396893656954948,-2.309780013152159,-1.565343809076272
0.43244260009138635,-2.920364423363129,-2.4120276120441027,-1.646688542377111
0.44644089423264544,-2.9435661591996727,-2.3017560347850012,-1.5940676533598728
0.39067309585632637,-3.0953757677866203,-2.436564116626437,-1.662839337612856
0.40289436364296083,-3.0392667432606313,-2.514964786237812,-1.7033465200521754
0.5201561877588002,-2.9644283954800277,-2.3341921858840493,-1.6276055396886022
0.2929277464256782,-3.1175125345869596,-2.5542698921305624,-1.789711536401712
0.4707516086166774,-2.762098508578564,-2.2290861991772286,-1.5352618273087095
0.4609668103608381,-2.942858551847167,-2.189209560518474,-1.5584273749427995
0.4558576455477064,-3.0652276581138724,-2.3006657917187665,-1.6431541062160915
0.4812579114846141,-2.866987126544377,-2.1466900160588427,-1.5338075185823332
0.5267601340787855,-2.7771940882549027,-2.153090998783698,-1.5965022319498763
0.4828085205495912,-2.908597563569904,-2.1142398145755132,-1.517985564250014
0.4661999085509894,-2.8399093583256194,-2.1989633991368875,-1.498585212116807
0.385964697280785,-3.2215444566217717,-2.4054340208756364,-1.7858198826329525
0.49882182180058793,-2.844303614799526,-2.233306179892621,-1.5736603888510308
0.5160749415110986,-2.712564518654004,-2.1301826764967804,-1.4884568522362667
0.4657475519013438,-3.0132571680891655,-2.344901606453714,-1.7068250222825987
0.41271490077393497,-2.8117983360592933,-2.3688783274814327,-1.5566645951613485
0.39495619717724395,-2.997039533153819,-2.2886928496904355,-1.5646484893345258
0.39306902146065337,-2.8004550838219684,-2.2079290974149477,-1.5408540801641084
0.486001064053483,-3.0768384194634444,-2.3244616937583635,-1.643665884633809
0.436119179458866,-3.035640449736329,-2.2924912132585162,-1.6613293597392969
0.4921750349589683,-2.9935679174288614,-2.346778300558397,-1.6616855932758112
0.44525866071953407,-3.0011037364584823,-2.4047161657461253,-1.6189893959211865
0.4929698226700481,-2.739286295496949,-2.166308514053786,-1.5591542943741947
0.3940732994055748,-3.0761006692501653,-2.312120631729002,-1.6527826532914274
0.4229726620455608,-2.9892691359955994,-2.327459516010012,-1.6934677187010219
0.42877220899562707,-2.9406294931624415,-2.3962112674502314,-1.5774083782425332
0.3540977335121561,-3.1422269274361425,-2.5992226311817,-1.8248267623804422
0.49045884343484686,-2.7564434837692624,-2.1990450812046887,-1.4929883365315766
0.3885724870054921,-2.87138644296548,-2.327495103188848,-1.659729173848818
0.5478882225654326,-2.8569094078504564,-2.3095868950343563,-1.594458630839799
0.4192297408510482,-3.1220136981930455,-2.5763074584135763,-1.7867970258375698
0.4318547951059119,-2.840336579150495,-2.368234203286663,-1.5484569778641801
0.33305522243896973,-3.1239199831195283,-2.4984670978157397,-1.696966781191566
0.34434216516854954,-3.027475663416816,-2.443582776365946,-1.7127852122445388
0.38735212181931133,-3.1028481217552226,-2.401579522476213,-1.6747658422613454
0.41384118496754496,-2.9515705176407576,-2.234594556624971,-1.5878742435147093
0.5057478673806378,-2.9079566672235675,-2.3715324696384523,-1.6350896019211398
0.5441863917706008,-2.741171626453099,-2.3351730415341816,-1.5688636665762672
0.4728785426941552,-2.956068008394456,-2.2854910194600295,-1.6298028720164133
0.5752081028346389,-2.670159727447056,-1.9953083914017282,-1.389026064537331
0.5003713082000132,-2.8524871279445945,-2.2475424452294805,-1.5717905473612193
0.3889493245253767,-3.0312953820093407,-2.2831908703054915,-1.7127966496521632
0.3666466605149971,-3.0084171709919074,-2.3686960892474143,-1.6410848903735444
0.5647871816592663,-2.7569447129570586,-2.2089830381651896,-1.5772863890646152
0.38295352032799407,-2.880982010997586,-2.2579195127608354,-1.5755198229079794
0.47242107667156247,-2.818738137654468,-2.2771013197369925,-1.487675895576334
0.4021635519982603,-3.060858643757249,-2.256089420396789,-1.6065344383704783
0.3604323094627765,-3.0986477791033797,-2.4312056489544736,-1.7298217942778709
0.5335731454144745,-2.8910584495825207,-2.250780734988268,-1.6242306193719507
0.4156428167058962,-3.1726922644580795,-2.452645272250999,-1.7528163745923846
0.4037645999491779,-3.070013532512294,-2.302136655836422,-1.5476146802444257
0.37858638061747385,-3.0392968470350095,-2.4551394197194676,-1.7186384647139994
0.39314651124037747,-2.9527997895810305,-2.321590666631663,-1.639598940772753
0.516968298755201,-2.7778198966803136,-2.1888947072038984,-1.6028838664994747
0.4081043513955101,-3.1752174601670604,-2.500876441653128,-1.756286068859623
0.5092149767907428,-2.899923102366945,-2.2361998536320864,-1.5181025930153709
0.4521732816309905,-3.1686489083026426,-2.4051192171053315,-1.8084389094055071
0.4161369260976782,-3.0300181926665,-2.404962056682687,-1.6618035519310788
0.5395289971876277,-3.128820721299042,-2.3362883559343888,-1.6340652467202028
0.48940214277664085,-2.8048788931948927,-2.2427399017836627,-1.5538324853733383
0.4797755094599059,-2.834985261088007,-2.1983474542601082,-1.5745199394030203
0.47054433249366134,-2.9250193275533647,-2.2062370031232224,-1.6812642240514923
0.38169482618798767,-3.0730256352717458,-2.3478647669244443,-1.6715280766300646
0.4641532460729313,-2.8778009541008918,-2.277860402023233,-1.6022579892988142
0.579961201239413,-2.9163396436204407,-2.258431387290776,-1.5729622667860712
0.47427738979241507,-3.0872757135152207,-2.303643726635655,-1.6380752015455795
0.4442653586514872,-2.9364056793139075,-2.2846681945594387,-1.6934247073963609
0.43834498196076993,-3.2338126227469806,-2.421773966883514,-1.742063777659596
0.47878882564522335,-2.8941866703581964,-2.3412137877314056,-1.595685110660047
0.3892339576734747,-3.0189875256682632,-2.501314673702059,-1.743039511401473
0.3844781149439239,-3.1905698659669053,-2.465987105927833,-1.7441351380978005
0.37116004054027396,-3.0706382969744737,-2.411031318679936,-1.7302145011082386
0.5185934736131984,-2.853314543801394,-2.1597132716998444,-1.6096421713419948
0.4098920319698535,-3.115560047589924,-2.3717440643357177,-1.6646241688032388
0.47140477689141513,-2.9154616479299524,-2.2872109571591106,-1.6266218633116851
0.34330397238614807,-3.002382495313337,-2.333419924090487,-1.6745953344198476
0.47383724092970364,-2.957295456338218,-2.1696558811408595,-1.5935305328262062
0.44197427304185705,-3.1317378081849587,-2.588568264576866,-1.7731081261159596
0.3169704957864773,-3.0426855928126435,-2.3439476084172406,-1.6185558452520648
0.45418418373483505,-3.0135316220589496,-2.337687402124516,-1.6075473353202896
0.4941375748908599,-2.936917144714105,-2.2555500328249,-1.6507805701836864
0.3198686040267108,-3.4681862601935878,-2.469979067636884,-1.7209017359191603
0.4427693149215807,-3.002111194458923,-2.561787676393172,-1.8610269202171243
0.46061983012665125,-2.8093289200205067,-2.1372621157607465,-1.4488367266892939
0.3003772269365568,-3.0773146288093995,-2.4323178112857775,-1.6823774232801703
0.5097725607204917,-2.8521734377337276,-2.263830068459456,-1.5897569918333878
0.42249299484432573,-3.003626073725602,-2.3138285073116514,-1.7567144136096688
0.4028420857402038,-2.9263596278337074,-2.3481280561158324,-1.6983636618180376
0.48339685759919027,-2.8709907883533607,-2.3422174043983346,-1.6517374553777222
0.5173998690504441,-2.857642398974704,-2.198753472253554,-1.5413587779105127
0.39908704651423993,-3.148397113826363,-2.359552848812177,-1.739826151043175
0.49413176162625966,-2.837374678161978,-2.2522252390899817,-1.5407944440824821
0.5215970564811738,-2.886878170474563,-2.350538745719827,-1.5940686606921393
0.45952421755986694,-2.898351259865063,-2.3479356184761717,-1.7433325500832475
0.422361296105401,-2.9145460220733397,-2.2816683971915137,-1.5135309179157321
0.4385052933619909,-3.211421733595444,-2.4277746504077418,-1.7589225210292239
0.5457783615977329,-3.105955504324343,-2.423345653066247,-1.782034766422272
0.5108694246491359,-2.9147164881825023,-2.3176094998712853,-1.6366750588225507
0.33196880608867196,-3.1506535892027587,-2.3828146341332612,-1.7853911452501041
0.45798762260841047,-3.0458885350181975,-2.4607010384165626,-1.7578550553700019
0.3946446427838629,-2.9974308577546496,-2.2364623963531134,-1.4769585661676456
0.42432076527211543,-3.011281427086441,-2.516256184574799,-1.7573402376545992
0.5379965735420243,-2.9123489055006226,-2.2893656433730505,-1.5741184751910773
0.49819209090621935,-2.929439864466013,-2.366907376418064,-1.6850057878594054
0.41397728982903564,-2.928058178714461,-2.282278623045751,-1.6162334073768783
0.4099246349933909,-2.923448488564813,-2.2565746444562347,-1.495483931433545
0.3596848028222949,-3.2228618039896038,-2.47612445173689,-1.7743252769863656
0.41689067948914627,-2.9905968663393527,-2.345150038816843,-1.5728007648937599
0.4524641598177569,-3.0526853096170994,-2.2794836217375334,-1.6861998055807519
0.4007673729024317,-3.275998062960249,-2.5890702816552436,-1.8992322055416957
0.4230019849054924,-3.03222209008668,-2.2484796859270872,-1.615689077705391
0.4891378396242497,-3.1150074971355726,-2.366271097166769,-1.7197651843403245
0.5104391677080492,-2.9742066509693004,-2.3715364954712497,-1.7043456976467524
0.5145023402967435,-2.8751282819765107,-2.3100652725886457,-1.675743183190296
0.5576336299834532,-2.8719159654362136,-2.238690816530127,-1.6012061448395098
0.35105104156901007,-3.0910189658035954,-2.4343761406207594,-1.7728312746873474
0.412299285980397,-2.9841872544138823,-2.328696103615143,-1.587378531113608
0.43719202631714443,-2.944347314326791,-2.492253326685327,-1.8217457956204155
0.43093969320808867,-3.104164689210601,-2.3744710093630608,-1.6982068027330623
0.343322396207667,-3.075020294598263,-2.3096172266550448,-1.6044630071104704
0.5076579443647035,-2.715076789703525,-2.1308817288796154,-1.506072827066509
0.4803130644297321,-3.0888495567041585,-2.4539384147666823,-1.7892165067792765
0.2897900642766374,-3.205701462472788,-2.5345466791373075,-1.794616440450401
0.34074227744040425,-3.0426632994306635,-2.30707582295797,-1.5694820192588153
0.45100795811538713,-2.8222008565850056,-2.2767174055219765,-1.5347726940856934
0.2861559359048373,-3.050348528110553,-2.461540823030604,-1.7366445116750082
0.4176890597585921,-2.9635066273672406,-2.3622839189656446,-1.6025262274240701
0.42607843337033313,-3.0234911586543514,-2.382109912000592,-1.6492435771846194
0.5029071341162294,-3.0948645215127724,-2.3951098823616936,-1.723479844541568
0.4562547943745886,-3.2045968796999293,-2.3888360512038886,-1.7372330053832852
0.4067663705267243,-2.9402563430089645,-2.400484284471278,-1.7171509321295035
0.35696032702238206,-2.9894979937731523,-2.227022623501925,-1.4918798807181113
0.3805850287259293,-3.1044443452466592,-2.3682930133408755,-1.7036381960737341
0.4563160799764673,-2.785658820239431,-2.2239464894476613,-1.5489628080404647
0.3308516256115367,-3.171449845808258,-2.7098614719230474,-1.8173901468767306
0.4421139439236912,-2.9344473804364584,-2.286378251934318,-1.6025050113207533
0.4452559666645821,-2.9125573388836807,-2.2593450792358936,-1.5698887165512037
0.49767360153009194,-2.8548888960826493,-2.2764858652363054,-1.6536436893070936
0.5554298507546167,-2.884178432535545,-2.1743417944900556,-1.5326725480800663
0.4755457903922932,-2.8452169854418776,-2.2750080798208763,-1.5612032270152638
0.44861069338754567,-2.9921180239068836,-2.2644763935814862,-1.5814011449130425
0.33797738499877045,-3.031447052717761,-2.442529318417756,-1.6835901673378193
0.38725336414584816,-2.9940008378419027,-2.428666450705494,-1.7300521558594988
0.43438731903423494,-2.8675660133801952,-2.2500610047172294,-1.553930285821587
0.4255327817204428,-2.873184782485761,-2.2947225103062303,-1.5343132729769822
0.44540218006823695,-2.900095775914635,-2.20104723810626,-1.6026520203740096
0.5233913259590824,-2.8418962969796655,-2.196648949341752,-1.5839552667523984
0.4463803464184862,-2.8496748316989833,-2.1655746677513794,-1.4821023885568545
0.37310997098016147,-3.148870330860949,-2.4628600072110163,-1.7296474687647871
0.4569444152454891,-2.8058704953288585,-2.173685460832976,-1.4966229858050948
0.42707156706004884,-3.010160526595492,-2.3085366709318844,-1.6311725052077346
