,n_1,n_2,n_3,d_1,d_2,d_3,gamma_1,gamma_2,gamma_3,factor_loading
246,439,1801,7537,120000,120000,120000,-2.6715682376975027,-2.2334168419765374,-1.6532595349207233,0.474343881989051
247,277,1530,7245,120000,120000,120000,-2.846469973461647,-2.301818847601875,-1.678924696212838,0.40896657545790527
248,326,1695,8111,120000,120000,120000,-2.7732699871766293,-2.2485575361423678,-1.6272331194474918,0.4589822939293875
249,236,1255,6465,120000,120000,120000,-2.7548768853770507,-2.2738716650293425,-1.652979589546518,0.4734826462207532
250,158,1119,6108,120000,120000,120000,-2.892389173433688,-2.302083733432093,-1.680840649451857,0.44121624794047376
251,251,1353,6422,120000,120000,120000,-2.8116881620291707,-2.2737491387005706,-1.6604092877567251,0.4398969080493562
252,375,1910,8726,120000,120000,120000,-2.8265850087624673,-2.2979790164565457,-1.6817042184156503,0.4478050159095416
253,265,1621,8099,120000,120000,120000,-2.8392891369923885,-2.282278151292615,-1.6319111565294548,0.4586453414424805
254,230,1249,6655,120000,120000,120000,-2.8135721919501435,-2.294408405716673,-1.6368019836150176,0.45565174498053945
255,182,1166,6178,120000,120000,120000,-2.837300912702383,-2.2971033176229296,-1.6721078111427659,0.44088481075134456
256,206,1168,5312,120000,120000,120000,-2.7917721820696504,-2.2316775841822016,-1.6659969039167941,0.45948684211429464
257,152,926,5572,120000,120000,120000,-2.8713605941836633,-2.3313692893622635,-1.6628685431948362,0.4317521280481302
258,290,1769,8859,120000,120000,120000,-2.915087593796512,-2.345495918647841,-1.6699241887314114,0.42178238554707936
259,143,910,5148,120000,120000,120000,-2.8464649484614215,-2.3038191314577494,-1.6710435280079303,0.4553531314773563
260,208,1214,6163,120000,120000,120000,-2.856501748229814,-2.282471954956698,-1.6829287978624612,0.4459030120230236
261,215,1110,5752,120000,120000,120000,-2.8840513774121725,-2.334745725189854,-1.7120395102851025,0.42638964375076827
262,278,1347,7181,120000,120000,120000,-2.8333713885325227,-2.3172349912507584,-1.6805673853260097,0.4482605335644885
263,191,1012,5397,120000,120000,120000,-2.8097073294878676,-2.3050905279378067,-1.6776520528771615,0.4285417363695489
264,201,1205,6753,120000,120000,120000,-2.834320366003652,-2.3069764229347243,-1.6363520454807194,0.4567312744379378
265,161,1059,5959,120000,120000,120000,-2.8582146405500266,-2.2850967039565795,-1.6262813268958864,0.41923657471618003
266,249,1476,8029,120000,120000,120000,-2.888161562591835,-2.3192266071316303,-1.6313101666655543,0.3968169973837413
267,208,1183,6281,120000,120000,120000,-2.8077264586490145,-2.290968423490768,-1.6512102852182118,0.45781501749929054
268,130,907,5437,120000,120000,120000,-2.890729337153294,-2.3199000116001303,-1.656403551205148,0.439429476674619
269,256,1490,7438,120000,120000,120000,-2.8541942424804176,-2.3013970376060744,-1.6645272157519753,0.43266762672247727
270,177,1098,5907,120000,120000,120000,-2.8394614438645163,-2.3009670845883408,-1.684428186739897,0.4573496031730597
271,250,1440,7196,120000,120000,120000,-2.876032413554501,-2.3263600506612128,-1.6956835707162627,0.4322665263851952
272,250,1397,6558,120000,120000,120000,-2.8092601479942676,-2.240696080896927,-1.6490303828414166,0.45302629096386715
273,226,1172,5994,120000,120000,120000,-2.813750345521581,-2.3150796557859294,-1.7002152006538613,0.4412991706113629
274,156,1043,5869,120000,120000,120000,-2.8601413857531,-2.2509490998723622,-1.6282978868875482,0.45771294438964705
275,301,1554,7156,120000,120000,120000,-2.793265852596268,-2.2869709102542943,-1.685783943155439,0.4493579167730182
276,353,1804,8333,120000,120000,120000,-2.844544182405257,-2.3228904522289056,-1.7010215792267909,0.42727183643676764
277,150,974,5780,120000,120000,120000,-2.963294382412995,-2.3823758410916307,-1.6856647926392307,0.34132768634799704
278,192,1145,6220,120000,120000,120000,-2.9056273726175323,-2.3249468963407027,-1.676792457981878,0.43637127188622404
279,283,1598,8037,120000,120000,120000,-2.8099066241981596,-2.2716192847214245,-1.6331539146676253,0.4539445654534565
280,212,1336,6835,120000,120000,120000,-2.851452939714385,-2.249261843923999,-1.6313854684466094,0.45648281687534575
281,205,1234,6292,120000,120000,120000,-2.8553739395835303,-2.2841971820571616,-1.674297236432943,0.45050367159576066
282,251,1391,7404,120000,120000,120000,-2.911382199688778,-2.357361880067163,-1.6754398246939937,0.3572967198656807
283,106,807,4762,120000,120000,120000,-3.0938890402344263,-2.4555180978666824,-1.7634632970853876,0.2489920357741522
284,174,1216,6138,120000,120000,120000,-2.843745622241264,-2.299575130466169,-1.6830600781361502,0.4473055862370252
285,300,1503,6969,120000,120000,120000,-2.8651554385109486,-2.332852084840763,-1.7028154563937734,0.33813379038445085
286,243,1318,6661,120000,120000,120000,-2.758030251231487,-2.2364403033015203,-1.633167745936757,0.4613150849477054
287,180,1165,6311,120000,120000,120000,-2.881011676185209,-2.296869050393676,-1.6524567965980854,0.4497525968299051
288,192,1016,5304,120000,120000,120000,-2.835775633243559,-2.314109374670174,-1.6879409430131425,0.39477704114000134
289,196,1194,6711,120000,120000,120000,-2.8785214163105177,-2.2867152563310715,-1.6327633703978872,0.4590076754977594
290,241,1252,6022,120000,120000,120000,-2.805180731333122,-2.289399741491833,-1.6880854747125147,0.4546754866002289
291,98,753,4705,120000,120000,120000,-2.8934510743516713,-2.3031704723981212,-1.6387853729848159,0.43027451156207885
292,454,2135,9598,120000,120000,120000,-2.757153170336574,-2.243831062538721,-1.637193893363769,0.46016599645364153
293,154,1018,5778,120000,120000,120000,-2.8516198523603458,-2.291929177844995,-1.6316070257169284,0.4574822050011821
294,275,1427,7261,120000,120000,120000,-2.8342061953497457,-2.325763896255089,-1.671444286777804,0.44218725378403345
295,121,938,5087,120000,120000,120000,-2.9014060127127856,-2.3015301327783853,-1.6808581936263276,0.4468321881218815
296,251,1398,7222,120000,120000,120000,-2.8783226525014842,-2.3308795031772562,-1.6808429606127584,0.434942681418384
297,206,1215,6534,120000,120000,120000,-2.8512962331013734,-2.268376998263143,-1.6428595142593956,0.46146881311749327
298,315,1677,7660,120000,120000,120000,-2.803990834959924,-2.2467147354260106,-1.6484853435241524,0.4605761263720308
299,141,873,5135,120000,120000,120000,-2.8424057870941706,-2.290774725488799,-1.6236768842513252,0.4506837811942057
