w_0,w_1,w_2,gamma_0,gamma_1,gamma_2
0.4208505171054137,0.403269090435312,0.4107804172831562,-3.064544369481342,-2.382127639399248,-1.706551322803934
0.4536853231266292,0.4697074049476624,0.4516166550877484,-2.8552184639152256,-2.2690914531326363,-1.611427746135467
0.4728185126008614,0.4550814895785992,0.463591775112498,-2.9536571671469978,-2.3333790352470047,-1.6615651866746004
0.4571129648675069,0.4514478234095926,0.4544606050608124,-2.9130586269559635,-2.2763388512055776,-1.5956952687468904
0.4443275304995364,0.4203656544962714,0.3978880200682635,-3.006253228304861,-2.3939562992185484,-1.6623795335679383
0.4686098120000621,0.4732357784789187,0.480118453718357,-3.0298582049056013,-2.3558774126119517,-1.6402579332845684
0.5084009611261926,0.4263818926306286,0.4316268809079704,-3.0938310569129888,-2.401144284187617,-1.6706228952015767
0.3925828050971373,0.4550183017587698,0.4442276450258101,-2.97945828325428,-2.3277062260941435,-1.653238831009398
0.3923415517982387,0.4145555620213488,0.4184637361736433,-2.9659988661512733,-2.3013850656618797,-1.5998841574682137
0.4770473382015435,0.4652644615029314,0.4722251782076318,-2.933767567490211,-2.2877248932943526,-1.648134397638135
0.4615181218500867,0.4549972613656791,0.4475310740194286,-2.978402423920879,-2.324903545239648,-1.6327404346800218
0.4714753440446667,0.4665368122489073,0.4543674464268122,-2.9466553537974924,-2.2879208499011523,-1.629834565673621
0.4226794757310275,0.4483105090062674,0.4725729833322453,-2.912511946948521,-2.291765319050884,-1.6143816032265157
0.4419205518171482,0.4405142821928443,0.4559539708939399,-3.0597937318892967,-2.315765707380629,-1.6594363032580248
0.4793290833320356,0.4809549731000224,0.4536481901119725,-2.8810363335924385,-2.228137767942412,-1.593300889528074
0.4702818032723591,0.4755183148044767,0.4791885687705032,-2.865919991454201,-2.262178734385396,-1.61134539418712
0.4786692711805865,0.4730027710676836,0.4899533366038261,-2.95101342035875,-2.331545719871471,-1.700420210951821
0.4660724831389083,0.4697663624554268,0.4715420050110228,-2.866382558197888,-2.26709569643884,-1.6096099587277044
0.4058011436782363,0.4710653791769312,0.4259126189588715,-3.0131768214066,-2.420662903331681,-1.7007654141914754
0.4303906979046636,0.4480599400718077,0.4580926052931723,-2.885308929862782,-2.2329171295265997,-1.5482619751462503
0.4727828263373986,0.4959316591873543,0.4580468030343067,-2.986965861210582,-2.321264399178069,-1.6466858352631306
0.5180309210417314,0.5117412894252883,0.4578310246721601,-2.853910731826222,-2.2395923782842035,-1.559629349153704
0.478701848415032,0.4787026993879418,0.4609879554992084,-2.914292803000496,-2.327520165182442,-1.62945827040396
0.3925282784018079,0.4406469482429783,0.4444623760140417,-2.992063067995294,-2.3628319104791324,-1.646310121599453
0.4669225689488569,0.4578789284353035,0.4501220193156695,-2.901672294475146,-2.3020556125894207,-1.6132880551342297
0.4714967171621194,0.498334021451759,0.4969209686853016,-2.9947053100013075,-2.3517062507894426,-1.6526675490661793
0.4277382832548364,0.4287206914104975,0.4324364370703998,-2.9767879523154224,-2.2996191106215265,-1.6032472818938672
0.5070315928546841,0.4947545609672792,0.4375198088741945,-2.8791448430456468,-2.2849214592271743,-1.6390713410265
0.4576339773255426,0.4449599013958842,0.426753693032033,-2.92362463562022,-2.2985924355229264,-1.6442062619772155
0.4493319035742624,0.4392495853343659,0.4520270546130034,-2.993551017416414,-2.342375182008216,-1.69587460486021
0.5106651122354956,0.5054357116241689,0.4983123332789315,-2.8367820093660963,-2.2199105779751256,-1.533130059273507
0.5732538183101654,0.4968671594642561,0.4876253301735541,-2.871740131543409,-2.2760893813252205,-1.599172201709431
0.3509385148104272,0.377225091674014,0.4036748638698945,-3.057724080037384,-2.378547834532474,-1.6699318455146002
0.533760169830444,0.4604310929409834,0.4825673118238114,-2.8966965248848533,-2.320305337269064,-1.6485466723133413
0.4737661221417782,0.4668316650793215,0.4883506245428632,-2.931005087447186,-2.27512625676956,-1.5712929062194123
0.4564067637814047,0.4955102227330952,0.4657659864044377,-2.88438733618116,-2.315122449617969,-1.6305334980606816
0.4039024330494594,0.4464963964017359,0.4317527763991282,-3.038570581977505,-2.349291878613175,-1.6578605570152798
0.3841813040057543,0.4155440000096241,0.432753003097195,-3.0390265957946694,-2.4082550078052787,-1.7056794355765053
0.4750893372717626,0.4270878616195896,0.4508946526151771,-2.918184086060434,-2.312809790673258,-1.6235999024451149
0.4969850510666717,0.4910177255231641,0.5011791804001765,-2.8926929253072675,-2.2636151762392225,-1.5823840412016594
0.4593702330240393,0.4151512674842187,0.4424736424807529,-2.995078180526491,-2.3781045425036806,-1.658306128328452
0.4157918741853829,0.4208157673219136,0.4648120733853308,-2.9783035935856885,-2.3011858800299674,-1.6154807263108175
0.4371887028291823,0.4100835793971086,0.4360347603199866,-2.932263690994069,-2.3017318738611547,-1.6423380305662136
0.4268477135554179,0.4332459625473434,0.4527715120951397,-3.034023055788725,-2.397348175275256,-1.70077064529165
0.4350458431323655,0.4350753603708573,0.4350027300706818,-2.945475682698261,-2.323282646105154,-1.619132561942566
0.4752078134414959,0.4273903296069905,0.4315423554480525,-2.9404584540367784,-2.273345575068261,-1.5880930479435322
0.4061340462343123,0.4472677101582596,0.4603116326927809,-2.964597950092408,-2.3314662803290966,-1.653385354024676
0.3774423152211077,0.4306684917838564,0.4322109001420756,-2.94332063664006,-2.3148083523016245,-1.5977292442076363
0.4772005763462653,0.4896453513594634,0.485818760803809,-2.9097864069033936,-2.280529342997391,-1.59905395026199
0.541184948575589,0.5209227900112655,0.4874385883800313,-2.9161350300452105,-2.256246818285073,-1.6223280892876135
0.4496789974168596,0.4479360004702611,0.4789247074493072,-3.0018533746533755,-2.295074012846254,-1.6179042244339443
0.5456016161081885,0.4637228956126598,0.460522344792495,-2.994750631134651,-2.351459199965808,-1.6619299216534733
0.4905004843497197,0.4588770744193173,0.4520030268316224,-2.975043393228783,-2.2868819916236545,-1.6205911422457082
0.4179440606106955,0.4828837873117368,0.4849055560832136,-2.985094952154787,-2.362756596082263,-1.67675011662221
0.3822648746993768,0.4395247902391623,0.4390335368714281,-2.9915265688343866,-2.3166575784655072,-1.6514416401672931
0.44454391151426,0.4107932130591296,0.4448123697637734,-3.0064252648515515,-2.360139651466948,-1.6645833061950128
0.4381678463430636,0.433412089008667,0.4424481299201763,-3.0207537222980863,-2.354793714193198,-1.6887589697959695
0.4446933351524425,0.3789359297156442,0.4184415839936837,-3.018517434718871,-2.355134723194955,-1.6542596676602408
0.5248579769525871,0.5023671133078887,0.4889426030898898,-2.919696024681553,-2.302023923472813,-1.6370897440347232
0.4202894377869916,0.4316946035089262,0.4210840070377186,-2.980814949610599,-2.3511668133700248,-1.686380812372432
0.4090702161747214,0.3889926466982424,0.3945534305689511,-2.981936932810646,-2.3702155199153983,-1.70123115002428
0.5136306710653114,0.448484641172696,0.4598313905420935,-3.021337241194072,-2.3963547328788444,-1.693003936488713
0.4477263951898425,0.4238984751604485,0.4226407451918882,-2.9838418995552995,-2.2883726150735977,-1.6611737450108983
0.3693801131594207,0.4344548195718429,0.451085910462008,-2.934296854925357,-2.2998672923707346,-1.6298856627935034
0.41483103409455,0.4203516496895811,0.4198829111271912,-3.0058943749598583,-2.3394704809035693,-1.685578750020757
0.4661554012064564,0.4490472646922389,0.4461037076461333,-2.931441036625801,-2.2926937607058293,-1.5866495690458409
0.4565251008468446,0.4418650075130748,0.4705887773963842,-2.873263462689758,-2.231348306063752,-1.5623546283188503
0.446600540312476,0.4265647197803239,0.447373822014444,-2.949971875029905,-2.3154288921976227,-1.652764327363302
0.4316892118101332,0.4415105248691217,0.4325363483729555,-2.9705998156754294,-2.311200858362971,-1.6127446298825436
0.4760596662198158,0.4485841355435651,0.4414315508475984,-3.051687422922643,-2.3519477463462244,-1.6938098780939457
0.4051827201987072,0.4342552161966466,0.4710743845646221,-2.9988351744604897,-2.3515483624476152,-1.6449104701261543
0.3618097814545002,0.3615209063463415,0.3652789828743061,-3.130038499329519,-2.466015289339454,-1.7505890401872384
0.3871639060264841,0.4539179174415863,0.4398036170084169,-3.056274871934516,-2.3644205377160463,-1.7033529455058445
0.4977968249774516,0.4802698821963327,0.4514244178888396,-2.9474384528715403,-2.2848083526307224,-1.618709237183024
0.3839723055844947,0.4121967939356324,0.4203683708286363,-2.937980961434486,-2.2888085549132207,-1.621438816485968
0.4300315425288085,0.4069810423441387,0.4288885586498646,-2.9551789702721014,-2.343554080053503,-1.650259216895686
0.4018128251103079,0.4323535836121975,0.46620916395189,-2.901918296222694,-2.2934857460045297,-1.617270928571866
0.464501659627937,0.4692228334893927,0.482474837555694,-2.9037398025782104,-2.247927223770593,-1.5802023174718447
0.500779395205856,0.4707801806166972,0.4445523709501219,-2.981386764476095,-2.326710698399965,-1.6262333491220822
0.4401339339885789,0.4422215578737352,0.467970033322593,-3.132213592902956,-2.4517747421961573,-1.757205942730493
0.4551943204425694,0.4612605269859215,0.4427327132600137,-2.848372183430442,-2.2673994236792088,-1.5688530292299516
0.4550287008768208,0.418529599625304,0.4420385945786003,-3.083725067988736,-2.345594817720338,-1.709123913664216
0.4849922179383477,0.4377580518128158,0.4600985880418041,-2.9560850269242955,-2.29666188982004,-1.6081051668236797
0.3721481693923537,0.4247105685418711,0.4342844832955297,-2.993818526048772,-2.3686392312122795,-1.678816924957817
0.4262692110663031,0.4501274957726121,0.4279515580010811,-2.988464304756833,-2.325002535736376,-1.633682208363174
0.4670608935777078,0.4403941425952355,0.4265204336029328,-2.977410104381187,-2.3858450726790426,-1.663268345726919
0.4271902109522251,0.4724686734523361,0.4738751926324502,-2.9317498387251866,-2.245375057027552,-1.568220721395229
0.4206936993771879,0.4314295183131265,0.4090982944182427,-3.0778126194455413,-2.3755409548774287,-1.697775547700288
0.422300346404663,0.4392267090906747,0.4508195509400676,-2.999179338804644,-2.342618028046524,-1.642027993205713
0.4769429987634915,0.4482116826890984,0.454971254525681,-2.9282304982117817,-2.296437080509094,-1.59777443228638
0.4951472677159749,0.4498547971554901,0.4429481806148645,-2.940740227599248,-2.4083890554898426,-1.7147775654087754
0.4708376349500713,0.4483441030330268,0.447346812079854,-2.907885993016972,-2.296820791011964,-1.6644659765169678
0.4606398341167995,0.4587948366667564,0.473151055586543,-2.924730127738928,-2.334213873774603,-1.670912071416682
0.3938925607963732,0.3995659206215597,0.4241079451212619,-2.962698236598968,-2.334594222371745,-1.6679823264783702
0.4687427961857015,0.4998491372046343,0.5075709759181626,-2.904509329321582,-2.301086626740343,-1.6647643132564502
0.4715340420128801,0.5379808999643788,0.4816438729606263,-2.8808357409270875,-2.205548724449971,-1.5400906266575374
0.4912824725641515,0.5037394631842389,0.4660069284779952,-2.929789645611584,-2.3220253885436417,-1.6666991546419705
0.4477151999015309,0.4646878629226899,0.4318105963148411,-2.91402948877654,-2.307168592310568,-1.646696070440964
0.4892605137320415,0.4622320467014388,0.4780120989115109,-2.944683576806382,-2.3191746516689413,-1.665988112374598
0.4415641561213765,0.4551359420810928,0.4219271854626533,-2.959475426897841,-2.3235497243621737,-1.644410762672629
0.5478521695706321,0.5077031578114991,0.4829160880487227,-2.8762536127486475,-2.2814941904424315,-1.60922880504772
0.5235853411710657,0.4917622280706342,0.501873124986569,-2.881052640420752,-2.260062080963203,-1.587997340981318
0.4679053213522033,0.4764183715504289,0.4702780451093507,-2.982818972177334,-2.3039226968389763,-1.64198681771634
