,n_1,n_2,n_3,d_1,d_2,d_3,gamma_1,gamma_2,gamma_3,factor_loading
246,253,1463,6921,120000,120000,120000,-2.8772761771777327,-2.320281038155361,-1.701269658785646,0.4032180304850994
247,218,1240,5899,120000,120000,120000,-2.816410859397721,-2.3022210967860097,-1.6861588411847896,0.44288974581668833
248,258,1584,7535,120000,120000,120000,-2.8766543355631233,-2.2937163498315796,-1.6615435900859712,0.39606438866422794
249,251,1383,7371,120000,120000,120000,-2.935804471170072,-2.36916072815528,-1.6690102959085995,0.28147414536929455
250,151,1032,5935,120000,120000,120000,-2.8864410297606304,-2.286536297311346,-1.6313742075715698,0.44429816964553603
251,267,1407,7207,120000,120000,120000,-2.901875488741389,-2.357487930638314,-1.6868804062220857,0.33523833805333614
252,179,1066,6166,120000,120000,120000,-2.8508544198265677,-2.324379330554767,-1.6688660696120765,0.44224893728807785
253,218,1417,7211,120000,120000,120000,-2.9063632476151735,-2.3041597462954995,-1.689252186971697,0.43903042598585595
254,122,902,5198,120000,120000,120000,-2.899553587637536,-2.3139064337650765,-1.671462719805267,0.44729100464585825
255,253,1395,6760,120000,120000,120000,-2.866256550245064,-2.3116513412276687,-1.7075248668463754,0.436296045604791
256,219,1101,5976,120000,120000,120000,-2.8680827695904574,-2.325627629210141,-1.6981218797995048,0.42730916834479094
257,353,1619,7237,120000,120000,120000,-2.7556682093270624,-2.261806086152494,-1.6706037978377002,0.457745971127829
258,175,1135,6453,120000,120000,120000,-2.860877452613771,-2.3314374222189054,-1.6658798773396823,0.43792287485054904
259,179,1072,6005,120000,120000,120000,-2.899302590979512,-2.3133719715458607,-1.6827920759372366,0.4526742936578888
260,280,1517,7203,120000,120000,120000,-2.9033183959628364,-2.335271781588667,-1.6791355601902298,0.27834142024427655
261,121,893,5641,120000,120000,120000,-2.8985925569262005,-2.3161436956245027,-1.6361952341270736,0.4484687771205646
262,157,885,4743,120000,120000,120000,-2.8579422542322077,-2.3294604636641516,-1.7035882154843425,0.39766448594882053
263,200,1156,6599,120000,120000,120000,-2.864093214219549,-2.3196866617360747,-1.649824215868104,0.45014751635553774
264,309,1647,8253,120000,120000,120000,-2.7589682557087194,-2.256914175418946,-1.6177893596177262,0.4604798421091812
265,133,955,5356,120000,120000,120000,-2.895879404931237,-2.3107414485965236,-1.6673510721650926,0.4302812055266767
266,184,1034,5487,120000,120000,120000,-2.91225652576799,-2.3665852201872077,-1.711121836232362,0.33248307466851024
267,305,1599,7725,120000,120000,120000,-2.816984637631446,-2.272747904464497,-1.645328678326196,0.4492210357681675
268,127,872,5412,120000,120000,120000,-2.873607831959686,-2.2877256096819822,-1.6000798293563998,0.45227673311416083
269,95,833,5079,120000,120000,120000,-2.915485419554098,-2.2700459424963597,-1.6412879435700152,0.4486128500616098
270,187,1153,6326,120000,120000,120000,-2.823460395296038,-2.299832146283094,-1.6503244982564353,0.4564863680972168
271,400,1696,7842,120000,120000,120000,-2.7966154933987273,-2.344830501916121,-1.7325938897849649,0.43913407946140126
272,432,2026,8617,120000,120000,120000,-2.8075686918103893,-2.2854891252821625,-1.6867319453277596,0.446577175819567
273,261,1530,7414,120000,120000,120000,-2.8466341732373817,-2.275122263729296,-1.6697113785381592,0.4530184331607464
274,164,925,5381,120000,120000,120000,-2.9268122324728276,-2.3867625454584456,-1.7115403721726052,0.36196963582906494
275,290,1393,6844,120000,120000,120000,-2.83495830088254,-2.3118134679526148,-1.702657572061531,0.44604160472455656
276,172,1103,5770,120000,120000,120000,-2.8340732493486156,-2.2327238754441447,-1.6293724893620782,0.45941159095012984
277,130,939,5366,120000,120000,120000,-2.8844140327881345,-2.304676041218291,-1.6593782364705927,0.4443238373840267
278,315,1454,7248,120000,120000,120000,-2.815415873791199,-2.3204163073336344,-1.6851565615153365,0.44581228518205585
279,261,1464,7440,120000,120000,120000,-2.8437414857534584,-2.3027951525385175,-1.661027840753289,0.4358491101619296
280,79,646,3907,120000,120000,120000,-3.277823541411651,-2.6164010674456835,-1.9132519063605775,0.07540468957072463
281,258,1318,7081,120000,120000,120000,-2.9093620022026614,-2.38114393510454,-1.6956844174021612,0.3354683094017193
282,336,1688,8236,120000,120000,120000,-2.7771729551486564,-2.269402914023436,-1.6219943080029164,0.4545416289803913
283,288,1503,6988,120000,120000,120000,-2.7842349313055634,-2.2994871482212798,-1.7019699017443184,0.4474045697179201
284,253,1335,7316,120000,120000,120000,-2.8752369796611412,-2.349495492304026,-1.675318556258464,0.4089538962224993
285,173,1186,6033,120000,120000,120000,-2.8798582131171058,-2.324983679494758,-1.680452333101814,0.43255181775730256
286,162,1125,6051,120000,120000,120000,-2.896681290006315,-2.2929730042738328,-1.6812023356948331,0.4497310097014692
287,258,1567,7334,120000,120000,120000,-2.9101036924462678,-2.3156671670639417,-1.6792147977325913,0.34381519861744164
288,148,999,5929,120000,120000,120000,-2.851564244506293,-2.2832381189840243,-1.6178151787250281,0.4430671174493237
289,245,1585,7494,120000,120000,120000,-2.837340941896513,-2.262668114043904,-1.6653168156812135,0.45351577967591394
290,173,1224,6008,120000,120000,120000,-2.8455052421027216,-2.2968805429547716,-1.6830688750303429,0.43968707194478157
291,207,1275,6618,120000,120000,120000,-2.851987649756486,-2.2690109439084907,-1.6470626519637914,0.4587198950761286
292,213,1206,6469,120000,120000,120000,-2.8175760451944436,-2.2851079157748506,-1.660825577596714,0.45959539350623857
293,104,849,4761,120000,120000,120000,-3.1325500756367424,-2.4534267337771727,-1.754476997838033,-9.828510296730192e-06
294,210,1388,6978,120000,120000,120000,-2.9883545944399996,-2.367987515124254,-1.6978900130461598,0.29549967912419184
295,176,1052,5766,120000,120000,120000,-2.852740836874848,-2.3050790775905123,-1.6569981261949014,0.41095600041205405
296,192,1072,6119,120000,120000,120000,-2.9009777121176725,-2.3292954679898794,-1.6857991737954796,0.4300659973956023
297,249,1301,6487,120000,120000,120000,-2.804006387877652,-2.2575353476691156,-1.64770149763381,0.4616304847013135
298,249,1321,6410,120000,120000,120000,-2.7814907550594894,-2.266393132336386,-1.6447504744586574,0.4546482909869735
299,269,1575,6998,120000,120000,120000,-2.8385648705813766,-2.2679561264749175,-1.6973556315279643,0.44649714213821745
