,n_1,n_2,n_3,d_1,d_2,d_3,gamma_1,gamma_2,gamma_3,factor_loading
42,281,1554,7739,120000,120000,120000,-2.888276411490004,-2.322014328217888,-1.6516887469135526,0.330772269675851
43,114,776,4691,120000,120000,120000,-2.914450184970588,-2.3487201622937937,-1.6874772207063866,0.4069105204132823
44,233,1244,6454,120000,120000,120000,-2.791558703496276,-2.2851746857382444,-1.6484756427731249,0.4706563287007397
45,283,1620,7949,120000,120000,120000,-2.790777808605553,-2.2567558815696165,-1.6375453613111004,0.4586846704257193
46,191,1195,6025,120000,120000,120000,-2.8944482323981475,-2.297773591133474,-1.6787944433370092,0.4462175389721233
47,251,1509,7795,120000,120000,120000,-2.8392161443466644,-2.2825714229494656,-1.638016851661904,0.4563970922587161
48,155,1041,5481,120000,120000,120000,-2.8354604217719817,-2.2672275318657027,-1.6480807021679589,0.4440992780207977
49,230,1261,6524,120000,120000,120000,-2.8219991018611994,-2.271785290897578,-1.6513708069703703,0.4607957159684331
50,154,998,5500,120000,120000,120000,-3.01543894228901,-2.3947551029317795,-1.686679494398968,1.8723491513352727e-05
51,137,938,5312,120000,120000,120000,-2.8732325904696805,-2.304779303610994,-1.6628449993048635,0.4451581417676771
52,235,1525,7500,120000,120000,120000,-2.858105623300359,-2.2916028349173843,-1.6664811334596128,0.4443758364616061
53,316,1499,6759,120000,120000,120000,-2.7699458510692896,-2.285920327198105,-1.71881736633523,0.4507920603895033
54,108,715,4416,120000,120000,120000,-2.8451083677396025,-2.302772298456847,-1.6530084864399526,0.4460043104676191
55,127,831,5302,120000,120000,120000,-2.943896431614077,-2.376645415120295,-1.671468256770495,0.366888826301008
56,210,1167,6469,120000,120000,120000,-2.7956692027780448,-2.3166059411888886,-1.6470696230943211,0.4536774164825813
57,244,1405,7060,120000,120000,120000,-2.9238792650746017,-2.3550278793958843,-1.6976138661449791,0.3529768445192219
58,289,1579,7441,120000,120000,120000,-2.816547190204416,-2.263017178800756,-1.667245303077673,0.4549389261791153
59,180,1166,5506,120000,120000,120000,-2.8356589825968834,-2.2609070726319507,-1.6657918289277602,0.4081362649979786
60,191,1061,5503,120000,120000,120000,-2.9263817274413784,-2.373844092820364,-1.7199938708200166,0.291115186028699
61,227,1386,7250,120000,120000,120000,-2.9519163021053294,-2.352664770454292,-1.6619543772481695,0.2718534261679897
62,194,1147,5775,120000,120000,120000,-2.85536160181516,-2.293843877092505,-1.6964988469264428,0.4452518907541564
63,332,1730,7994,120000,120000,120000,-2.792426288408972,-2.249724319306059,-1.6302983857560411,0.457256666149861
64,195,1280,7010,120000,120000,120000,-2.890566062308035,-2.2736066317626733,-1.6183467635750803,0.4485848250401003
65,230,1425,7238,120000,120000,120000,-2.96966704295195,-2.354074002979031,-1.6640072081814723,0.2203315504609843
66,207,1140,6290,120000,120000,120000,-2.8526637459110447,-2.293095561631856,-1.665806422423381,0.4494586179256561
67,360,1872,8596,120000,120000,120000,-2.8319005370287176,-2.315900988376264,-1.6875616031589122,0.4351653485359242
68,115,749,4231,120000,120000,120000,-2.854534734564945,-2.3068916972307347,-1.6833133778205862,0.429105572599438
69,464,2207,9351,120000,120000,120000,-2.7593778851215567,-2.244450359413954,-1.651194156708747,0.4606676460820993
70,253,1435,7953,120000,120000,120000,-2.8866842927651986,-2.331927325703337,-1.6366304887286032,0.3882794993801237
71,314,1775,8349,120000,120000,120000,-2.858412254111047,-2.323917595709589,-1.6975032716405645,0.4300852450785183
72,118,884,5148,120000,120000,120000,-2.8998799551169947,-2.281347746204484,-1.6214911128882732,0.4519528120499261
73,203,1389,6999,120000,120000,120000,-2.963479815804157,-2.35256491501374,-1.7025295922612609,0.3795200782454547
74,147,902,5163,120000,120000,120000,-3.029785970050121,-2.43168484281645,-1.7165688622939848,1.4957727130263169e-05
75,204,1348,7358,120000,120000,120000,-2.897270302053069,-2.320825395500343,-1.6635926819541975,0.4557781083322921
76,149,829,5144,120000,120000,120000,-2.8104287720864374,-2.3067097336142828,-1.6191902023707545,0.4547754105464003
77,253,1550,7138,120000,120000,120000,-2.832879687411032,-2.2913001940884383,-1.6851358669811631,0.4472334306479791
78,287,1456,7297,120000,120000,120000,-2.784588658966859,-2.31288574428376,-1.6769605556827785,0.4444655175373407
79,278,1680,8107,120000,120000,120000,-2.809720642126456,-2.242949956351646,-1.6293901748823183,0.4563747116476958
80,212,1171,5747,120000,120000,120000,-2.8292098549446827,-2.3169619114402424,-1.7206773974027545,0.4362217661878892
81,177,1152,6447,120000,120000,120000,-2.905578780356052,-2.2950212818248508,-1.6565838200101315,0.4405773396152146
82,190,1191,6355,120000,120000,120000,-2.809596289658538,-2.301418113417021,-1.6631973865964755,0.4516960241578438
83,198,1202,6358,120000,120000,120000,-2.802614660284441,-2.301723202855853,-1.6636600496051748,0.4509072802364465
84,306,1624,7424,120000,120000,120000,-2.7824624755524168,-2.267864503913208,-1.6683403369131296,0.455422586693732
85,220,1196,6547,120000,120000,120000,-2.8368579353301304,-2.276796851375818,-1.6435895107289555,0.4604483892696675
86,282,1422,6878,120000,120000,120000,-2.834704331909824,-2.3204875387793127,-1.7024692109723207,0.4439435779456784
87,194,1285,6498,120000,120000,120000,-2.8799394589767475,-2.2665275997703374,-1.6602854390640065,0.4444861733346391
88,225,1385,7175,120000,120000,120000,-2.87641463971241,-2.31121846296244,-1.6883109376469787,0.4393665129857599
89,169,1021,5792,120000,120000,120000,-2.794925322586541,-2.260944329912096,-1.6173303911865378,0.4587009720185592
90,141,899,5230,120000,120000,120000,-2.934362220879006,-2.375146586058727,-1.7117660134834711,0.3957766779283569
91,317,1689,7821,120000,120000,120000,-2.764112527368852,-2.24312207123094,-1.6338347730947302,0.4699553832309523
92,218,1280,6784,120000,120000,120000,-2.842192485880479,-2.2625382273548227,-1.6244578902972258,0.4615368361360354
93,134,995,5644,120000,120000,120000,-2.9026976111116154,-2.305759264712566,-1.6555363390161677,0.4349090669839041
94,263,1544,7488,120000,120000,120000,-2.8356477500975954,-2.2926040077997447,-1.6627038874560205,0.4500825632666856
95,123,803,5052,120000,120000,120000,-2.964791963986237,-2.3953110629855736,-1.697616439535652,0.3570933735659849
96,124,958,5408,120000,120000,120000,-2.897782363959612,-2.297013023767072,-1.656600589961939,0.4440235410762425
97,383,1719,7399,120000,120000,120000,-2.728007422195275,-2.227864285236844,-1.6704028853716637,0.4614547934729999
98,208,1217,6605,120000,120000,120000,-2.850059438611862,-2.2987350259162525,-1.6465916427011922,0.4551999864874564
99,249,1458,7211,120000,120000,120000,-2.893811025813686,-2.32131296385592,-1.6871145119258666,0.4400884588652661
100,249,1433,7111,120000,120000,120000,-2.8645017027089104,-2.309704400815181,-1.6913951606053648,0.4429486388360902
101,194,1165,6410,120000,120000,120000,-2.8528600579744605,-2.282323071430608,-1.6607777913347903,0.4547750695934731
102,269,1355,6322,120000,120000,120000,-2.7831112526149524,-2.259497167128843,-1.6630623325164424,0.4540729067278052
103,482,1862,7287,120000,120000,120000,-2.668148524875226,-2.202594689068076,-1.6747002620760587,0.4725783682706556
104,226,1467,7352,120000,120000,120000,-2.920031828019062,-2.246829618477598,-1.5438620142075157,0.00019978126516
105,184,1218,6679,120000,120000,120000,-2.850360614810999,-2.2506525771680224,-1.6279073393231631,0.4758976129372083
106,135,828,4965,120000,120000,120000,-2.806353125325899,-2.2808383506626715,-1.6371459466573492,0.4653160685364018
107,214,1284,6351,120000,120000,120000,-2.7968604157616213,-2.263462696315117,-1.642045866323954,0.4712791469612816
108,306,1747,8486,120000,120000,120000,-2.8932767143954417,-2.317780342081303,-1.6917431682148871,0.4386609436124514
109,238,1348,6813,120000,120000,120000,-2.770482454523587,-2.260374163349227,-1.620120670403742,0.4691026036861512
110,252,1374,6700,120000,120000,120000,-2.7798544973856067,-2.2455887665176557,-1.6465830047865575,0.4538637555311149
111,230,1418,6810,120000,120000,120000,-2.927031536884587,-2.318170026527706,-1.7088281340896598,0.4376756207261779
112,321,1893,9116,120000,120000,120000,-2.8752140502692205,-2.3123335070383577,-1.6687185783044554,0.4413961888138518
113,284,1548,8050,120000,120000,120000,-2.804571038088233,-2.282556909428114,-1.6306258581346924,0.4599009375572355
114,148,1058,5848,120000,120000,120000,-2.893976043215062,-2.267530988398116,-1.6298137280951066,0.4522483430265138
115,229,1305,6764,120000,120000,120000,-2.786085911353429,-2.2647104884409046,-1.6324908291273372,0.4720634353784942
116,191,1360,7096,120000,120000,120000,-2.883605100135469,-2.3223517803567058,-1.6865007811246873,0.456129381222323
117,229,1533,7624,120000,120000,120000,-2.896419501422597,-2.2974359976024195,-1.6547952303281726,0.4185435498704505
118,125,845,5040,120000,120000,120000,-2.9817694697017463,-2.4068808182920662,-1.7349552113938849,0.3796818173873177
119,169,989,5263,120000,120000,120000,-2.83934736562374,-2.304065460433974,-1.678428247559479,0.4232146590975602
120,214,1200,5899,120000,120000,120000,-2.8406695885148823,-2.315260490960326,-1.69977583819777,0.4447367942442233
121,279,1587,7436,120000,120000,120000,-2.8569787327906497,-2.2735434636253524,-1.6719527218341224,0.449292297022656
122,258,1406,7035,120000,120000,120000,-2.8592610688898654,-2.3048590262945137,-1.6991042256967746,0.4436427516277608
123,255,1360,6956,120000,120000,120000,-2.8949669472645767,-2.334120865118404,-1.6995188578208993,0.4169874756949804
124,220,1264,6289,120000,120000,120000,-2.7772311403480874,-2.2734081572477938,-1.6584438411932827,0.4498837511854685
125,98,787,4881,120000,120000,120000,-2.9785667923437025,-2.362108355672728,-1.681478963105893,0.3882833222039437
126,198,1116,6248,120000,120000,120000,-2.842722877604098,-2.334880220812169,-1.682863585688938,0.4375217668462391
127,550,2368,9406,120000,120000,120000,-2.713101924345666,-2.215950990326008,-1.6506466981771823,0.4838352562903844
128,380,1761,7827,120000,120000,120000,-2.7313157693530714,-2.223026205859384,-1.6471568231510725,0.4815438147670666
129,302,1537,7507,120000,120000,120000,-2.784349563369528,-2.2942274688243245,-1.658945973031578,0.4523354893684945
130,354,1737,7920,120000,120000,120000,-2.7653946508648053,-2.240389627221557,-1.6410605415154151,0.4707313042451109
131,218,1179,5973,120000,120000,120000,-2.7877857495554554,-2.293177660053317,-1.6914077920399002,0.4414478722851663
132,243,1335,6233,120000,120000,120000,-2.808237135703452,-2.242510206014169,-1.6627778780814344,0.4606063518220943
133,244,1404,7169,120000,120000,120000,-2.86889100110473,-2.307519016826524,-1.6869550301572018,0.4419827410840012
134,341,1761,8179,120000,120000,120000,-2.8791258308117325,-2.321746821389886,-1.707376656307274,0.4413429238947421
135,226,1302,6921,120000,120000,120000,-2.797901758472751,-2.281430777734345,-1.622394884238321,0.4572570180653545
136,206,1196,6253,120000,120000,120000,-2.807802243220629,-2.2997255559060568,-1.6543873832773452,0.4598400505084375
137,187,1207,6636,120000,120000,120000,-2.850259903281392,-2.271314029357826,-1.6469877439234897,0.4588863628965342
138,256,1299,6428,120000,120000,120000,-2.8018737733174666,-2.2694517452996523,-1.6557538535661984,0.4539271586942313
139,102,743,4738,120000,120000,120000,-2.8694361922979823,-2.2924935271034874,-1.653981827048977,0.4552736308572352
140,223,1072,6099,120000,120000,120000,-2.8505250255200507,-2.341876579526709,-1.673987040148647,0.4352463246983716
141,198,1159,6320,120000,120000,120000,-2.829055826110726,-2.2995922768073296,-1.6502056220643426,0.4526276232224299
142,175,1191,6490,120000,120000,120000,-2.8416039493797256,-2.274214924824367,-1.652571193108864,0.4577436415657375
143,226,1278,6395,120000,120000,120000,-2.7976525554894645,-2.2488519307803774,-1.65918619171143,0.4565692716332974
144,232,1423,7123,120000,120000,120000,-2.881105490587095,-2.3464552817511635,-1.6899551586974362,0.418169284556832
145,224,1368,6933,120000,120000,120000,-2.9107389114629667,-2.3167554820854352,-1.6988375285483506,0.4375297926726516
146,162,1048,6213,120000,120000,120000,-2.830106545505269,-2.297636987592183,-1.6003190961635596,0.4436190366125107
147,165,1093,6150,120000,120000,120000,-2.9011939134108014,-2.311627923662397,-1.683359045768046,0.438842148270565
148,314,1728,7373,120000,120000,120000,-2.7839067260732766,-2.229582202674369,-1.6684011841629205,0.4549135148540394
149,154,958,5337,120000,120000,120000,-2.870106264676384,-2.324666113143208,-1.6834800356557706,0.4274423448395967
150,208,1579,8051,120000,120000,120000,-2.887519397654839,-2.261272590704591,-1.639140928849076,0.4623072064994147
151,167,1055,5904,120000,120000,120000,-2.828029496009114,-2.273182075685547,-1.6233865641412497,0.4349738780463947
152,216,1195,6136,120000,120000,120000,-2.7976569073086357,-2.296125752333907,-1.6873506389527586,0.4434835598103243
153,332,1764,8056,120000,120000,120000,-2.771667892234189,-2.216473078458803,-1.6272246550369442,0.4720014369945613
154,133,1113,5963,120000,120000,120000,-2.880200577977593,-2.248599183665688,-1.615137112210819,0.4428724781949941
155,141,876,5339,120000,120000,120000,-2.967000142073975,-2.405749600674836,-1.7153876860193171,0.3622457767416303
156,314,1746,8109,120000,120000,120000,-2.7926754047957223,-2.2341027526642767,-1.6204146974808038,0.4666119458145569
157,190,1130,5860,120000,120000,120000,-2.8926606575157128,-2.305038101677839,-1.7000558795961571,0.4363565285200172
158,256,1582,7590,120000,120000,120000,-2.831562093210751,-2.268358784665055,-1.667575664235352,0.4511556320124593
159,284,1516,7191,120000,120000,120000,-2.819798943650176,-2.299920549344642,-1.6847641119292345,0.4408036639853304
160,246,1408,7550,120000,120000,120000,-2.8728708993381917,-2.324875871461692,-1.6544322496700252,0.4483825965538129
161,111,801,5247,120000,120000,120000,-2.9203102274481765,-2.3011672002750307,-1.6174606397271285,0.4555710715532158
162,253,1330,6682,120000,120000,120000,-2.773907938661435,-2.241564687558977,-1.6383944214239157,0.4732725785471642
163,209,1105,6038,120000,120000,120000,-2.8334221014296723,-2.308620407924022,-1.6892752569588825,0.436563539126708
164,286,1521,6539,120000,120000,120000,-2.8911565201395386,-2.3330350598338097,-1.7296996153745114,0.3048357288881932
165,126,909,5019,120000,120000,120000,-2.887527452622681,-2.261522370655149,-1.6302652187204505,0.4528807256911271
166,158,975,5657,120000,120000,120000,-2.830264905135269,-2.292718313489743,-1.643189412245216,0.4567375131718933
167,167,985,5289,120000,120000,120000,-2.990697418264868,-2.399480892567987,-1.7052586106511594,2.381586637683692e-07
168,281,1485,8095,120000,120000,120000,-2.808688930397447,-2.275989540254045,-1.6261818475185192,0.4634163214547838
169,375,1942,8610,120000,120000,120000,-2.8270104413168484,-2.298609539968323,-1.6860343159600195,0.4419384495022296
170,94,669,4278,120000,120000,120000,-3.162011784145321,-2.537947377061273,-1.8035706240150435,-2.327723450002222e-06
171,188,1128,6272,120000,120000,120000,-2.8593607840179844,-2.296273141071131,-1.672329306586946,0.4477818275843227
172,228,1400,7136,120000,120000,120000,-2.8671179363873907,-2.3143680976599783,-1.695487456128002,0.4377341422531834
173,220,1409,7303,120000,120000,120000,-2.9023540198914466,-2.308503028887383,-1.678579055424324,0.4439578718911149
174,342,1823,8554,120000,120000,120000,-2.876703058629372,-2.308729144023961,-1.6952347962881438,0.4458589310093702
175,214,1197,5951,120000,120000,120000,-2.8030114653657026,-2.283136427418924,-1.6937120017075993,0.4413742441961665
176,109,690,4663,120000,120000,120000,-2.923205722479232,-2.3829058074228016,-1.6875783782719316,0.4111197002904348
177,143,1070,5925,120000,120000,120000,-2.896989796814278,-2.2716433064951893,-1.61628371226038,0.4513350671961915
178,161,1240,6455,120000,120000,120000,-2.895539595790864,-2.2702297028419083,-1.638067257327418,0.4613157376981625
179,178,955,5240,120000,120000,120000,-2.8042790498836263,-2.3004670020506834,-1.6713802116390306,0.441230920380941
180,147,983,5259,120000,120000,120000,-2.9530172048591328,-2.368560143759016,-1.7219847200166396,0.3610880021407513
181,210,1406,7071,120000,120000,120000,-2.969261315500895,-2.3559840643086574,-1.6970433431677583,0.3466099522188761
182,210,1237,5787,120000,120000,120000,-2.85538304611214,-2.301467030893067,-1.699687643246938,0.44718435747377
183,156,961,5444,120000,120000,120000,-2.8477392542074664,-2.308970204893574,-1.666701331470862,0.4439306882723051
184,167,1096,5863,120000,120000,120000,-2.935391253938229,-2.3158335373383654,-1.6970898072177016,0.4433305364370025
185,165,1142,6051,120000,120000,120000,-2.906491293238576,-2.2924645393846825,-1.6826506291138958,0.4441759741009005
186,333,1785,8063,120000,120000,120000,-2.7913872698389577,-2.224897412455963,-1.6317128487815549,0.4634314272321849
187,202,1160,6178,120000,120000,120000,-2.849962089779838,-2.307329441958249,-1.6605524359528656,0.4548426666433519
188,120,924,5658,120000,120000,120000,-2.927587764688885,-2.327049829875033,-1.6531703419212995,0.4384142696373394
189,151,998,5503,120000,120000,120000,-2.8350226621744627,-2.2749934827964133,-1.6438871379739215,0.4535496590670955
190,337,1601,7108,120000,120000,120000,-2.760413673279704,-2.2636278369664926,-1.6887869742407418,0.4590560781857858
191,147,1039,5936,120000,120000,120000,-2.872025196519632,-2.284618304126994,-1.6243922883852409,0.4275931450501897
192,241,1441,7138,120000,120000,120000,-2.8747045484965827,-2.294563131802576,-1.6877074235093663,0.4436877456554917
193,182,1208,6301,120000,120000,120000,-2.817441259028188,-2.294417986427008,-1.6635591484806458,0.451774399888495
194,197,1182,6271,120000,120000,120000,-2.8168602981116377,-2.2882530999407718,-1.6519234337929507,0.4591437322863939
195,188,1001,5323,120000,120000,120000,-2.9546295255249757,-2.411716407630585,-1.7428363484368052,0.2481563729600631
196,123,857,4927,120000,120000,120000,-2.912345149764324,-2.329421164913368,-1.6752019341155142,0.3917293731355045
197,108,768,4540,120000,120000,120000,-2.898932644062517,-2.2912156582483165,-1.67821062947122,0.4465889114477727
198,214,1217,6834,120000,120000,120000,-2.8271203810482137,-2.27041515628272,-1.6155544239683266,0.4629501025524811
199,148,996,5809,120000,120000,120000,-2.853164487060643,-2.2893424667243503,-1.6343907921373613,0.4522056842023008
200,229,1344,6993,120000,120000,120000,-2.9157512294770234,-2.32567106058272,-1.6970742770425873,0.4363213372618304
201,187,1224,6361,120000,120000,120000,-2.8357610064972345,-2.269182407149417,-1.6646657874124553,0.45158743009932467
202,232,1266,6553,120000,120000,120000,-2.8256884615032223,-2.266957364076078,-1.650970944401469,0.45434689624686664
203,239,1243,6625,120000,120000,120000,-2.780796459275419,-2.275561324690033,-1.6513529305356542,0.45626837899513584
204,171,1079,5788,120000,120000,120000,-2.8040154119462217,-2.2514313827396784,-1.6229185170129607,0.44870644038100815
205,131,1002,6072,120000,120000,120000,-2.8829442941070655,-2.2805305622543175,-1.6049875524358646,0.44248604202397523
206,301,1571,6960,120000,120000,120000,-2.7983835586112686,-2.2759789413134124,-1.6999587098400757,0.45012310104424574
207,207,1236,6473,120000,120000,120000,-2.8633166808744077,-2.2933152494159783,-1.6485047782366484,0.451129604819083
208,190,1223,6205,120000,120000,120000,-2.8578112236973148,-2.2656541664777214,-1.6627701746370083,0.45586281352991476
209,237,1391,7285,120000,120000,120000,-2.9313144266429827,-2.3580692902641873,-1.6832104618252535,0.35028569436290913
210,109,817,4965,120000,120000,120000,-2.8290727833892815,-2.2492846610878408,-1.5973658973396567,0.45532985354022326
211,229,1117,5643,120000,120000,120000,-2.807526680746972,-2.3023294172977242,-1.7110193491000105,0.4415662528346883
212,215,1370,7250,120000,120000,120000,-2.9191900477669006,-2.310260441187845,-1.6778585306580647,0.46677428979691504
213,135,759,4665,120000,120000,120000,-2.910167799980562,-2.3908715301308296,-1.7168781100875343,0.38719434375481687
214,168,937,5430,120000,120000,120000,-2.8765183917351784,-2.350165134508219,-1.6868229624034958,0.4037612506722744
215,272,1521,7784,120000,120000,120000,-2.8403529457538803,-2.276581777655086,-1.6446171470986692,0.4577776699428925
216,544,2004,8029,120000,120000,120000,-2.7144344709659896,-2.2774612704967456,-1.724531591043414,0.4478776610429105
217,170,1107,6146,120000,120000,120000,-2.8922740528953845,-2.3123804437546394,-1.6701863169842952,0.4380506646198591
218,232,1403,7093,120000,120000,120000,-2.9060822006629903,-2.30817218299838,-1.6930206581907714,0.4442485900822552
219,217,1327,6970,120000,120000,120000,-2.8485181895253,-2.2624786216371167,-1.6168498995360603,0.4559863465059293
220,260,1438,7225,120000,120000,120000,-2.8707473981153955,-2.3277921494137885,-1.6811786556252732,0.40055364078855693
221,268,1369,6653,120000,120000,120000,-2.758394284938948,-2.2257859231857147,-1.63891211597601,0.4574694679881876
222,258,1496,7310,120000,120000,120000,-2.859643603404261,-2.2949252387212487,-1.6780624174112284,0.4425107508295072
223,224,1149,5741,120000,120000,120000,-2.8375246412130224,-2.296860116739489,-1.709968707449229,0.4394629565087722
224,130,934,5400,120000,120000,120000,-2.9058601085750597,-2.323554321877367,-1.6732870433586904,0.43833355476524305
225,173,1058,5788,120000,120000,120000,-2.816449157982154,-2.2838347708189595,-1.6447407702819832,0.4438762092196481
226,205,1301,7030,120000,120000,120000,-2.87430311119586,-2.2714979938576616,-1.6174673319595012,0.4487183439021628
227,254,1384,7194,120000,120000,120000,-2.8762957787923327,-2.3251356014749436,-1.684791174931668,0.4359364802375836
228,261,1555,7223,120000,120000,120000,-2.8431736443426145,-2.290464304037961,-1.6818835096234284,0.4439218752076908
229,267,1405,7234,120000,120000,120000,-2.837374809288587,-2.322657048806573,-1.6845491697900536,0.43675422850571316
230,291,1611,8144,120000,120000,120000,-2.801435340620468,-2.2801974009654487,-1.634462751639537,0.4563517830721407
231,143,900,5123,120000,120000,120000,-2.8590225518879935,-2.316721694630631,-1.6787213053163468,0.44514072171688157
232,182,1163,6054,120000,120000,120000,-2.877492892357033,-2.2871942198671675,-1.6860229579653736,0.44387612970879553
233,351,1874,8968,120000,120000,120000,-2.840233459371137,-2.3200326174451584,-1.6739541127397282,0.4449271974616562
234,204,1493,7488,120000,120000,120000,-2.983574835188388,-2.3355927812667825,-1.6688393949227613,0.3367938756431743
235,423,1621,6678,120000,120000,120000,-2.6783010142842603,-2.256152107109199,-1.7160920053375288,0.45945104823838734
236,214,1247,6614,120000,120000,120000,-2.8331702502088083,-2.287191684830877,-1.6332780798174842,0.45991343905934134
237,246,1367,6856,120000,120000,120000,-2.799938804659815,-2.238844829767227,-1.616767980993946,0.46053957942787105
238,209,1194,6486,120000,120000,120000,-2.8562507730680204,-2.2831234996803493,-1.6450100815266009,0.45600151294818625
239,188,1149,6295,120000,120000,120000,-2.8611260222203763,-2.315110364911808,-1.6527669950835189,0.45122985263558807
240,147,907,5171,120000,120000,120000,-2.8622184872919627,-2.3222417160388527,-1.6797348354264598,0.43580717532968427
241,235,1316,6770,120000,120000,120000,-2.775427568592763,-2.278454462695116,-1.6289666368048914,0.4548495938226158
242,152,1004,5890,120000,120000,120000,-2.8477013671902047,-2.297338245627091,-1.6288986567053119,0.45659171250439323
243,300,1674,7886,120000,120000,120000,-2.8132168131385216,-2.26991080610415,-1.6495881753800639,0.44911535957403825
244,206,1122,5870,120000,120000,120000,-2.849408450388002,-2.3175419985104693,-1.7052565090553942,0.41453594491304496
245,295,1325,6471,120000,120000,120000,-2.8055407281458153,-2.3646363970676365,-1.7367526558215505,0.43361097186926734
