w_0,gamma_0,gamma_1,gamma_2
0.4170217484410745,-2.9052767295918547,-2.300327713016161,-1.6142241227211342
0.483518907018773,-2.9707325775154545,-2.331861131960107,-1.6433801380244004
0.4685849412944129,-2.879779767193294,-2.274646644892815,-1.640647555225882
0.4613256850070641,-3.008715053985686,-2.359222348384716,-1.6508921272111043
0.4600676487775748,-3.022402950290896,-2.436702891673176,-1.702646286501876
0.4482589195063828,-2.9193065764154205,-2.356176930180981,-1.6749482539897416
0.4651890134391399,-2.957552478795081,-2.2886968622056285,-1.604490065827787
0.4602796121444922,-2.962916615967342,-2.365910300614254,-1.6734653895621807
0.412117473684389,-3.0609392595073204,-2.4150488803783,-1.6967937845129322
0.4418519997186961,-3.0361083951355083,-2.403857618545396,-1.720515555513595
0.4376184089064496,-2.981333975885885,-2.350744600635428,-1.6840495219695006
0.4310241335579756,-2.978388508099447,-2.3077635659102,-1.6190902376509064
0.450822770115604,-3.0380661335186745,-2.367936861113452,-1.649832636955743
0.4402657422981831,-2.9994973759670294,-2.32087996330706,-1.6368057189171987
0.4415302843779648,-2.976252091109066,-2.359484775214141,-1.6547919639459918
0.4480059329936223,-3.044349110954668,-2.364142752146394,-1.6609418864379444
0.4484902570095529,-3.053383092304645,-2.400292284211171,-1.7083673902087506
0.4376101104878893,-2.9593141305676607,-2.319198089208896,-1.5940938051592302
0.453812963159766,-2.962570146263249,-2.2870539442852524,-1.6218249088147858
0.456587008496394,-3.02918703975554,-2.4226139645233027,-1.6788127299282656
0.4439956579448726,-3.0043931240042183,-2.354715723047744,-1.6547309463936597
0.4690859850078964,-2.918313611339673,-2.300535648428484,-1.632754508232839
0.4428781880181341,-3.074769814679989,-2.326961758810242,-1.6694669333125751
0.492569575688865,-2.868466868863011,-2.258656152832103,-1.6387641554750765
