,w_0,w_1,w_2,gamma_0,gamma_1,gamma_2
81,0.653388849762688,0.505321054292141,0.4603261206410933,-3.328594085018289,-2.6570681299317958,-1.980844140932078
82,0.339637469076458,0.4580077573443838,0.4177904682857839,-3.309054128455353,-2.4601683029369994,-1.7328953704861012
83,0.2358550220471956,0.4202523681375673,0.3554858763974912,-2.9650280872550754,-2.238916548739799,-1.5257427452081975
84,0.5194854315502226,0.5089970478140529,0.4332086830403168,-3.171094439849909,-2.398561109217539,-1.8288955795578492
85,0.6895153409962106,0.3565223406069785,0.3413161823629851,-2.8707259250585744,-2.3823047047135666,-1.6207599646071615
86,0.64186857960025,0.6572502542729372,0.6001767826081548,-2.8101376204561443,-2.197775345076806,-1.6264939851613047
87,0.6592054345356669,0.4385918546923207,0.3901136797347425,-2.742294421118564,-2.153417603666426,-1.5057381233463023
88,0.4800765662246288,0.4916412811176265,0.4155772535548107,-3.026592719277423,-2.100776025253364,-1.5284041330545663
89,0.458765957826672,0.3044135089268873,0.3651746397737157,-3.1131012520035983,-2.3714539518753988,-1.7431667783747749
90,0.4000079670464602,0.3704492340778689,0.5010401842618716,-3.0405995998408977,-2.30173303762856,-1.5913129065332658
91,0.3186127465462295,0.3042577439184348,0.4879427213176097,-3.1087994131761523,-2.502174300415464,-1.7356485687587355
92,0.5534429594024444,0.5098294637084032,0.5533033800742239,-2.7694788901039,-2.1527592762859755,-1.5618185138155594
93,0.4226080916627751,0.3892577482474681,0.4151294056878486,-2.93514908241177,-2.3739572643571365,-1.737736739307106
94,0.1924971468062935,0.1281853112053784,0.3308724561622195,-3.169480489399769,-2.561176421242105,-1.7740164383871917
95,0.2490165823210891,0.3238423900696595,0.4014524404613134,-2.760014667712782,-2.2488685712769,-1.5677250731684866
96,0.4159747644846189,0.474172978959487,0.5093109062757974,-2.852964239833454,-2.37368815704692,-1.5877615078399512
97,0.3113733444032113,0.3889253102137278,0.3888744101246453,-3.043325437957018,-2.444486773417825,-1.681905008806165
98,0.8749918545946694,0.5329088302397821,0.499234041415832,-2.4749644998344094,-2.1710920070821627,-1.5282204859411266
99,0.3221679710755559,0.3399719950526017,0.461584556617687,-3.115422195503966,-2.5522838365683245,-1.8925327113717103
100,0.4308997429024769,0.4859317290729731,0.4819597497873621,-2.955067800746686,-2.4192597784494723,-1.6802927175326303
101,0.2172872758115217,0.3258788145319785,0.2867263363556351,-3.0963867986066878,-2.393352710148832,-1.6612567904296092
102,0.2633018506312449,0.3200882961836362,0.3699057000218272,-3.1040035199710507,-2.3632228124272907,-1.6234344880861111
103,0.600069860446815,0.2877783929096359,0.4991990215536824,-3.184493993462827,-2.463695219397361,-1.8444062058576884
104,0.5242689178094755,0.5574047416273377,0.5232332123456944,-2.861939952776684,-2.1079178265007505,-1.4662769144717438
105,0.6043803447563639,0.6488537760621043,0.5170864457655114,-2.8391321219243246,-2.317514321396812,-1.6906236608503085
106,0.7473185961904358,0.4563150400483481,0.5422370519980408,-2.744922741342311,-2.287740873848751,-1.5984367329795617
107,0.0863671170226124,0.37976726694369,0.2692521714782962,-3.370362642606916,-2.6427975275414397,-1.804628720553232
108,0.482735964149387,0.4457377176077479,0.4379867383531318,-2.891638831181925,-2.276242822022453,-1.637986424636338
109,0.3614318065674018,0.4874272005505911,0.3671493346522243,-3.454138112572917,-2.438623825246809,-1.723776939886743
110,0.2651885803530535,0.3667442154842873,0.4000420787568251,-3.013988001863071,-2.3128425062745643,-1.5671886600077063
111,0.3911020993475452,0.4306671624381461,0.4336149744112289,-2.981016995528356,-2.5117779393830038,-1.7256144388935737
112,0.6306040997225282,0.671346486307708,0.5759342749404112,-2.839795393254909,-2.227116059808649,-1.5588985579311152
113,0.3010193627950565,0.4559700644600263,0.5747550523803802,-3.1749373978432054,-2.4496101882215155,-1.679309314728991
114,0.38141162706912,0.4119283958637884,0.4826621533567997,-2.9907482104108687,-2.2484702356941484,-1.5767255336732446
115,0.5057174441500519,0.5306259771381235,0.5393036949102477,-2.6588025638893256,-2.080388446924871,-1.401303710660363
116,0.6304075618195419,0.4312045358548566,0.2762734844296582,-3.282518175487603,-2.5739554763844947,-1.808478251745601
117,0.4414541000020626,0.4970254865934322,0.3824026224546975,-3.022828560293892,-2.399203982885901,-1.6318881224152957
118,0.3409302270842523,0.4244968266971164,0.3637011632308463,-3.1243898616473564,-2.2419096958196727,-1.524727495172095
119,0.4849675327398207,0.5114875732869416,0.5040414549147412,-2.57993543819,-2.1131371131970265,-1.4179630852255058
120,0.5251049940817172,0.353498649045548,0.3880825034130852,-2.965584208452784,-2.302840625568225,-1.6169355418539342
121,0.5565930966692121,0.354835696264639,0.3593694962554185,-2.9883480631874715,-2.597743996612361,-1.9018115208587496
122,0.3835063173592979,0.4247050707008453,0.4344613171132093,-2.853747041158443,-2.1966077083902653,-1.5527169813997104
123,0.7596003395087063,0.5893736535583661,0.5869194849114735,-2.8958143867575608,-2.235188595978684,-1.6835063526565712
124,0.4433725663119213,0.303251202577988,0.4112718233157591,-3.071935527663886,-2.4508254799008977,-1.857346289861459
125,0.5601871816617392,0.4086221772865782,0.4207615783514787,-3.171893496595253,-2.452046637633422,-1.7922801820087186
126,0.4473368736659295,0.3830636473143943,0.371025579686681,-3.1918596215132,-2.2675907239791235,-1.5951171547458711
127,0.5623890536974402,0.42069910488802,0.4273532413396392,-2.8609602397982723,-2.291862588113351,-1.766232197848142
128,0.0561078069514572,0.3030631700811171,0.3065492031337061,-3.023304136828678,-2.3602185582009336,-1.5370369619518125
129,0.4162329466032791,0.4839318678735137,0.3782009286181145,-2.902331077454523,-2.299496920105069,-1.6408073057445989
130,0.5644100548329085,0.362068435614216,0.3967195056557537,-3.061007864233656,-2.237057530270679,-1.6448860650059935
131,0.1043374713124558,0.2684065562826746,0.3971025682751702,-3.480213580942379,-2.7433078347561968,-1.890627057177384
132,0.6153821058793307,0.5912577199628322,0.5848422317583598,-2.699577344146565,-2.1771373648241905,-1.5933996134203747
133,0.3938704914033969,0.3286802475490165,0.3633711830674339,-3.0066109041971107,-2.4046567626351623,-1.6993003680151058
134,0.4801958279552539,0.4469761387233609,0.4405634154591427,-3.040182164486526,-2.5545946800767605,-1.9087461662188447
135,0.3190942795454966,0.403015818969893,0.3062916496642106,-3.103981830855108,-2.437095581067942,-1.7489951638398886
136,0.1881194948030179,0.051329498856287,0.3465947765362339,-3.3679167734922664,-2.6195061715458268,-1.8343600745024935
137,0.0649026517722749,0.1127441540873938,0.2834712197225829,-3.480533799870567,-2.726280338455863,-1.9508870060482435
138,0.6649061668193262,0.5405927164649941,0.5096340674566886,-2.696319485684496,-2.259625545737028,-1.5516547653723884
139,0.453127226843264,0.5311055046198536,0.5753440844403025,-2.961295739869769,-2.293911458365496,-1.7097501019672363
140,0.3834796768248196,0.3560997287751801,0.4562711484349457,-3.1584449548765963,-2.431579339226372,-1.6480061956111438
141,0.4529408841954374,0.5190670730517607,0.4531378787363708,-2.785646956645208,-2.141283394713579,-1.418251368608855
142,0.3347443208255148,0.324260043947076,0.4042878280346855,-2.9430956439920424,-2.29131264956029,-1.5726959390197632
143,0.551698704153082,0.4299860915911411,0.562428104681929,-2.791284328589121,-2.148977615044393,-1.4525206241426394
144,0.5107501369507764,0.4829092107975458,0.4560954775056052,-2.844895044006848,-2.177348427652225,-1.522172032261542
145,0.4815723274035446,0.4093360213990763,0.422837532511828,-2.9674237928352745,-2.274750386177457,-1.5945121131318165
146,0.5209001357643145,0.42542520785163,0.4599818843433779,-3.2343574686827123,-2.353762097556485,-1.7267970328022135
147,0.3720599699050683,0.342263222233814,0.4138239121591152,-2.94182385250421,-2.2790095583408783,-1.5776595878867077
148,0.5166444416672107,0.5614225931502754,0.5070061201546926,-2.777674200599895,-2.111873623623119,-1.453562644383558
149,0.3848529957368473,0.404493353918626,0.5381469722914377,-3.0120689951336987,-2.427464105237688,-1.604901632122389
150,0.3884593356638061,0.3016653848789714,0.3919769337310388,-3.090262797404187,-2.437994958055141,-1.6458164882133102
151,0.4194461903419231,0.45978409935678,0.4586750312318186,-2.942358207959709,-2.162750621971532,-1.587808791432965
152,0.4075698586332079,0.3993415332136517,0.4097466949694023,-3.3482500395539425,-2.4534772383748416,-1.754997273230361
153,0.3932852662081515,0.3285830521967798,0.3607286737219443,-2.926576399992673,-2.292251399857665,-1.5912615227220948
154,0.5517355069685789,0.3688393372296889,0.348176625261263,-3.242596698772439,-2.54468278060663,-1.8326911288872336
155,0.50170825571865,0.5228155586735287,0.4924144058218058,-2.7997233227642706,-2.134971440746092,-1.5652372887619677
156,0.3140047592833525,0.4000623284765197,0.4095804248247425,-3.296369252069162,-2.342912420621764,-1.5685255422303703
157,0.4672979966837987,0.534831866310331,0.4930192443741101,-2.8415797909688045,-2.093750573698173,-1.444897056403436
158,0.4153374090274714,0.2972078869285128,0.4271462747091465,-2.9367189928926853,-2.554812561497443,-1.6837285692007355
159,0.3255515174628591,0.3959963089594278,0.4323358014328725,-2.962295479925744,-2.263024795891574,-1.614407656715918
160,0.392239702863086,0.3935594675396922,0.4581636055505587,-3.096233444771694,-2.3042463523667127,-1.7428409283630772
161,0.2800600733994866,0.3127402806989229,0.3839869941518589,-3.045135236164571,-2.345179168753328,-1.573062549425012
162,0.7434850107173544,0.3608217838023574,0.3696512973680683,-2.7818666809323425,-2.355538961572264,-1.62287622094853
163,0.5168833494115892,0.4709824619460882,0.4438862177289066,-2.821137708132872,-2.19267813592546,-1.4927734657813432
164,0.4412106880782471,0.5519467825420354,0.5260553683721406,-3.308477661082842,-2.518424262696977,-1.8076654412742696
165,0.536214054465437,0.5598970887091622,0.4986919412084034,-2.8803741623287515,-2.199497467603269,-1.5669881203007952
166,0.613121972413273,0.5771571074541577,0.4527324299030359,-2.9330092835126744,-2.15315822515361,-1.5534955259238186
167,0.5066543238233885,0.59099158979319,0.5032817765895946,-2.837425039891074,-2.2389747157609614,-1.5591882616189114
168,0.1067183097613473,0.1242759954289075,0.2221295697977721,-3.174226148150907,-2.7698560461747186,-1.9339059649587904
169,0.3115740130887678,0.3883061206199861,0.4339245630641186,-3.0711225865494978,-2.543764219131416,-1.706212451505978
170,0.5202878670773915,0.4779132114907918,0.4674070459185754,-2.9577412221802075,-2.319662081681237,-1.7130767802766746
171,0.7704948229397169,0.48577971316549,0.5435904679989007,-3.0121132253772784,-2.309702625777472,-1.6646793524605683
172,0.3787131388663053,0.4134638749222961,0.3103712478779456,-3.303203306704587,-2.4142614011432544,-1.6579669181506
173,0.7724850803958626,0.4453226245250599,0.3957405290167851,-3.335907554414059,-2.376394457167609,-1.61354554459556
174,0.5864220151685352,0.4366765968679644,0.5348373143263826,-2.963187969926707,-2.4413813824829704,-1.880448321623572
175,0.4679936581172561,0.4477003755368849,0.4999373848469281,-2.9206765951758307,-2.3757050633955075,-1.6244872734145488
176,0.5830118827259236,0.3244260427324501,0.2776161918319808,-3.0169624770605417,-2.470928775490125,-1.8746106505166256
177,0.11177550882487,0.2730521440391448,0.250232685345002,-3.4810776403225887,-2.5396587470538754,-1.846400350615344
178,0.7455176731435877,0.4257329004967061,0.4862726735620213,-2.732756247104869,-2.378285976549158,-1.6185870747635662
179,0.3201840261053423,0.3800971939959329,0.3324501835224233,-3.123985811412996,-2.4145073555658665,-1.6648031247627302
180,0.4738403215088676,0.5588723353238899,0.4676284250801988,-2.7328579724765327,-2.087917638923315,-1.421632047625137
181,0.3315353766105471,0.3781215224301003,0.3822601038530911,-3.120206592133547,-2.3602010478815822,-1.8244013260031615
182,0.3565772690471069,0.294696964788823,0.3798739924230329,-2.955859857985436,-2.3097337128135345,-1.5810278327084009
183,0.294146643179618,0.4495798250358206,0.38304961309452,-3.265179678050309,-2.3215238033777927,-1.6112139559203054
184,0.525299833052274,0.4922373469371519,0.4691236099638373,-3.0159348150700604,-2.507651612320111,-1.7420772444761072
185,0.5465581344311563,0.4850924836296861,0.4934986264992361,-2.999548836798991,-2.3099322486943152,-1.5704737483634663
186,0.4938443207620373,0.6141988571652206,0.4517187117814985,-3.0136175300933283,-2.4527231671129672,-1.8341141067433175
187,0.4944790112913876,0.3552936549348888,0.4578001965389464,-2.9201615059290638,-2.3938818676684246,-1.7101377033276834
188,0.4745269410964976,0.437350442550059,0.436451994841419,-2.8641096728965256,-2.164626306965644,-1.5230309874792154
189,0.27583105505703,0.3555557730236899,0.4269478659562687,-3.130527412872205,-2.3049034447527625,-1.722815065295778
190,0.4288177828764795,0.473171604099901,0.4868347001078782,-3.133943468603938,-2.338436520119401,-1.7497857087004538
191,0.493687577391412,0.5594275180975304,0.4714081599320678,-2.830837777177589,-2.0871092255160977,-1.530853795176126
192,0.6507540521996988,0.3739456852467672,0.4057128668386042,-2.8709779555876653,-2.229669913190704,-1.5968436863958375
193,0.3777337943182798,0.497256420765489,0.5768036133106328,-3.3105688220363927,-2.170905393122028,-1.5641839416379282
194,0.6791656140801324,0.6397852171780672,0.5827920037143659,-2.803237726045852,-2.401121105297769,-1.6906182120100095
195,0.5077751338056051,0.5215343668376295,0.4746640821786257,-3.078206249277221,-2.2670830053534834,-1.700917017313628
196,0.6121344950218341,0.2916028365261637,0.412967281335277,-3.191814104878698,-2.5512785432683507,-1.835867613938148
197,0.4944609276701801,0.4100958511378857,0.5399036912376216,-2.945077259469814,-2.5037569935927872,-1.7261782244140775
198,0.3764375342562069,0.3323363968266019,0.2966914312679267,-3.0570554738459923,-2.5015525592386285,-1.85948919312752
199,0.1730008044741213,0.3217169668607028,0.308007091537365,-3.126096987233084,-2.404732469369855,-1.6453895335802746
200,0.2664353766000454,0.2416123365472904,0.3614092002150822,-3.125936225046711,-2.566065650932368,-2.341376921072393
201,0.5685185069445012,0.6089033997261127,0.3333683109266503,-3.228472053426663,-2.4772725641870377,-2.2378698750298542
202,0.4102364125376953,0.2994694057488609,0.3369307110676592,-3.1081032547321024,-2.5238228478469837,-2.346501668524752
203,0.4017882466194108,0.3907028458595987,0.2677246762879139,-3.0299427916640087,-2.564460640642352,-2.1683765745383305
204,0.4690017090943533,0.3335304535445559,0.2197285448483179,-2.7597568315948995,-2.518062568078671,-2.2020878453883546
205,0.5578817616797849,0.4458057112514372,0.3938592947175786,-2.7616733833364417,-2.3514119667911952,-2.1461343885837243
206,0.4349328119762791,0.4784642532842891,0.4623952575860474,-2.8036760417669377,-2.3024492343272818,-2.12195410832286
207,0.2880317452471752,0.503047859351077,0.3376248900499659,-2.9480856336707326,-2.4230852804274536,-2.171721960326812
208,0.4266861977647498,0.4045254409111283,0.384873883072266,-2.922686055616782,-2.433833820956208,-2.18636172833983
209,0.4847500106667889,0.4932110989676547,0.3771420103060005,-2.8322752830551887,-2.380604049570993,-2.1826889435336105
210,0.6568101201422273,0.5285475020461861,0.4612925354542554,-2.569383166296473,-2.2615099786032284,-2.082482589472468
211,0.3191581589494388,0.2910717019973462,0.2728060837819039,-3.111404409399293,-2.4905596947545483,-2.3077900683074115
212,0.393273906581418,0.4180333036791279,0.3747794889083478,-3.156427024534403,-2.488824922508456,-2.245403078015779
213,0.4208006672271911,0.4228137734959423,0.3316275277055971,-2.975760013443812,-2.5226983915411814,-2.285911474924063
214,0.3343182215290733,0.3728628868635866,0.2684612649796604,-2.915019967791573,-2.5578591915237463,-2.237262105768356
215,0.6098065224917691,0.5174368923134881,0.4478994378761491,-2.6400069397999637,-2.42732764204626,-2.0905676007727827
216,0.4979452333002816,0.4295084448097758,0.3009674299290591,-2.995639532551877,-2.4894543572296066,-2.300926363201274
217,0.5947407608545213,0.4315647375884395,0.3362887404128282,-3.1171365385713115,-2.518502027617905,-2.3381763824565027
218,0.5170670896140174,0.3337750946758905,0.3732819683067661,-2.7934909836125006,-2.375207390357085,-2.0724417980515786
219,0.4820514983381984,0.4541503136788788,0.3259079615673417,-3.039323617961825,-2.615687251270587,-2.3255816626303134
220,0.4979949954753578,0.2675941515833258,0.3313815023208515,-2.9398527070652425,-2.4897543437587304,-2.271957315256352
221,0.3701713076284137,0.3136220002811636,0.3304176831346487,-2.8534022144828044,-2.441960695667661,-2.177416478141444
222,0.5274246445845076,0.5101073117587384,0.4145669464369584,-2.9528227162673253,-2.492866807045784,-2.286855996364712
223,0.7407790127685209,0.5161581085120391,0.3970630744890068,-2.944690209468096,-2.625481375175957,-2.4438753450581467
224,0.4442632719896971,0.387345890400425,0.3962042212672363,-3.042316757946274,-2.4566366305036205,-2.2197953180444774
225,0.3085294639495458,0.4629147248118159,0.3433016681998499,-2.8643421719589583,-2.361499705989916,-2.1053465628683754
226,0.2679736322334394,0.3690494721047605,0.3493033614640389,-3.123654254349149,-2.6208765122138207,-2.3064391253348866
227,0.5251236554115047,0.4496754260968793,0.3432431735121272,-2.995863428998888,-2.441433724170796,-2.293680741523506
228,0.3248497673083341,0.3337802012632466,0.3562210829318045,-2.908642430409752,-2.4764266059622835,-2.129946771861388
229,0.2228984163556635,0.3582959104738005,0.3366507586833467,-3.1271653004922526,-2.688211507231953,-2.4102440186352085
230,0.5727555766159331,0.2928145010111804,0.242679055347382,-2.950750781088682,-2.7119570836142746,-2.317960995726842
231,0.4015383959806609,0.1956270909202494,0.2316663794519027,-3.1841802794918497,-2.6706771236160765,-2.28262219929696
232,0.5691792850117133,0.4451880992096261,0.3535008316142726,-3.124971229249096,-2.4794709729187443,-2.2781755660550425
233,0.6918569105424933,0.408207895762779,0.4126782455576814,-2.806786609465979,-2.609208010780418,-2.251507038201237
234,0.5326038907831496,0.5194775128592645,0.4341835723757635,-2.710713069022124,-2.409049986962757,-2.142830848231332
235,0.5598728767768325,0.4139817446148505,0.422604251320665,-2.6843098938333267,-2.4037386971275043,-2.1808213761620805
236,0.7698053328039525,0.6509045472120174,0.4463457747349175,-2.810416468959903,-2.4471662590330707,-2.2221588323267745
237,0.4133410971247238,0.4489280881982926,0.3035972504571508,-3.0123347292745937,-2.528459596789639,-2.297813764735381
238,0.6420656513926118,0.2600937714633972,0.2339838209959157,-2.9223744108837297,-2.467781102535767,-2.259914319743489
239,0.5027344509023453,0.479006937009641,0.4496093579305644,-2.9823041541764868,-2.5231220417843336,-2.236493747731967
240,0.3451131506977862,0.4067296144381689,0.3178131814680477,-2.8893584445194307,-2.4676976663358685,-2.167414332284952
241,0.477581650019828,0.4961532624948098,0.36046980739297,-2.7470932368178858,-2.3280288485930183,-2.0516033385314736
